fk_x_invoice_item_hub_id,created_at,fk_x_currency_ref_cd,charge_amt,discountable_ind,proration_ind,period_start_at,period_end_at,description,fk_s_change_context_id,row_hash,fk_x_invoice_item_hub_id_raw
11E71377C9D4024CA211020AF2129A61,"2017-03-27 22:31:26.641",USD,1027,1,0,NULL,NULL,"UPS label: 1Z61897V0398926745",11E71377C9D5A448BCDA06616AC582AF,5D3BE61AB98E9FAC2D173D7430A91135,...
11E71377C9E7D889A211020AF2129A61,"2017-03-27 22:31:26.771",USD,1027,1,0,NULL,NULL,"UPS label: 1Z61897V0394483589",11E71377C9E97E75BCDA06616AC582AF,488D799BB68815ED5C756B2226948F6A,...
11E71377CB3084D7A211020AF2129A61,"2017-03-27 22:31:28.925",USD,924,1,0,NULL,NULL,"UPS label: 1Z61897V0393421512",11E71377CB32208BBCDA06616AC582AF,78150B8BAD6F31026502B4CD4D29CF6D,...
11E71377CB336B0AA211020AF2129A61,"2017-03-27 22:31:28.944",USD,304,1,0,NULL,NULL,"USPS label: 9400110897700034385854",11E71377CB34F1F8BCDA06616AC582AF,4E2A6F9482C30BDFEE0F7FEE3AAD3152,...
11E71377CB362A2DA211020AF2129A61,"2017-03-27 22:31:28.962",USD,1504,1,0,NULL,NULL,"USPS label: 9405510200882761554932",11E71377CB37CB9EBCDA06616AC582AF,D4F208733DD4003FD426D8ECF2451182,...
11E71377CB391060A211020AF2129A61,"2017-03-27 22:31:28.981",USD,924,1,0,NULL,NULL,"UPS label: 1Z61897V0392723386",11E71377CB3A9185BCDA06616AC582AF,650CACCD4D2AE85C99E914264DA76536,...
11E71377CB3BCF83A211020AF2129A61,"2017-03-27 22:31:28.999",USD,1027,1,0,NULL,NULL,"UPS label: 1Z61897V0396937933",11E71377CB3D6474BCDA06616AC582AF,E713445633B4A00993E55183704C65FA,...
11E71377CB3E8EA6A211020AF2129A61,"2017-03-27 22:31:29.017",USD,1011,1,0,NULL,NULL,"UPS label: 1Z61897V0391547640",11E71377CB402530BCDA06616AC582AF,F0D19AC464C019BC67A4BE374B7AFF59,...
11E71377CB414DC9A211020AF2129A61,"2017-03-27 22:31:29.035",USD,1027,1,0,NULL,NULL,"UPS label: 1Z61897V0395276319",11E71377CB42E8D8BCDA06616AC582AF,F41D15AC5DC0A28F1D14D27649780425,...
11E71377CB4433FCA211020AF2129A61,"2017-03-27 22:31:29.054",USD,1367,1,0,NULL,NULL,"UPS label: 1Z61897V0398573304",11E71377CB45B9F6BCDA06616AC582AF,7F47892B3A0DF77D6A74D240FD8F0732,...
11E71377CB46F31FA211020AF2129A61,"2017-03-27 22:31:29.072",USD,486,1,0,NULL,NULL,"USPS label: 9400110897700034556681",11E71377CB487EFEBCDA06616AC582AF,7EC25CA7D54C4DD363657E57D6F260C3,...
11E71377CB49B242A211020AF2129A61,"2017-03-27 22:31:29.090",USD,1027,1,0,NULL,NULL,"UPS label: 1Z61897V0393597691",11E71377CB4B5514BCDA06616AC582AF,B94639EC8B37225DDAE4C02C76029A7D,...
11E71377CB4C9875A211020AF2129A61,"2017-03-27 22:31:29.109",USD,1027,1,0,NULL,NULL,"UPS label: 1Z61897V0397863234",11E71377CB4E1CB7BCDA06616AC582AF,16289BFFEC6FDD7C439C498A9655C6E6,...
11E71377CB4F5798A211020AF2129A61,"2017-03-27 22:31:29.127",USD,1027,1,0,NULL,NULL,"UPS label: 1Z61897V0395850046",11E71377CB50E4E8BCDA06616AC582AF,95A6A58CC5FF09909E73FE20D634CC70,...
