fk_x_invoice_hub_id,created_at,fk_x_currency_ref_cd,due_amt,total_amt,subtotal_amt,fee_amt,paid_ind,closed_ind,forgiven_ind,attempt_cnt,x_receipt_id,next_attempt_at,period_start_at,period_end_at,description,fk_s_change_context_id,row_hash,fk_x_invoice_hub_id_raw
11E71377ECCFB331A211020AF2129A61,"2017-03-27 22:32:25.597",USD,7911,7911,7911,0,1,1,0,1,2791-5588,NULL,NULL,NULL,NULL,11E71377ECF9B3DEBCDA06616AC582AF,5ADF10FF2B6E7718F91807BAD869177E,...
11E71377FC00DB69A211020AF2129A61,"2017-03-27 22:32:51.684",USD,34365,34365,34365,0,1,1,0,1,2249-0803,NULL,NULL,NULL,NULL,11E71377FC864616BCDA06616AC582AF,AEB3CC9E3B77723E17E2BABB96947A33,...
11E71378082D28E1A211020AF2129A61,"2017-03-27 22:33:14.283",USD,67352,67352,67352,0,1,1,0,1,2788-6432,NULL,NULL,NULL,NULL,11E7137809FE8BA5BCDA06616AC582AF,26E55D4C82359E85A6B6F0DB4C1B221D,...
11E713780E0C4D70A211020AF2129A61,"2017-03-27 22:33:21.579",USD,28411,28411,28411,0,1,1,0,1,2060-8493,NULL,NULL,NULL,NULL,11E713780E57E96DBCDA06616AC582AF,27660BE33634E43BC33658C5B549153F,...
11E713780F31459FA211020AF2129A61,"2017-03-27 22:33:23.260",USD,11523,11523,11523,0,1,1,0,1,2124-2906,NULL,NULL,NULL,NULL,11E713780F585F58BCDA06616AC582AF,59ABCDDAA62076BA6F26FB77F43A25C7,...
11E7137810193483A211020AF2129A61,"2017-03-27 22:33:24.846",USD,15197,15197,15197,0,1,1,0,1,2106-5699,NULL,NULL,NULL,NULL,11E71378104A581EBCDA06616AC582AF,FD42979DE47447EB7A6E17385B3AF3AA,...
11E71378161CD15CA211020AF2129A61,"2017-03-27 22:33:34.896",USD,9525,9525,9525,0,1,1,0,1,2069-2175,NULL,NULL,NULL,NULL,11E713781647D5BABCDA06616AC582AF,B988B791E0A2072F214C83265B2E42A0,...
11E713781809869DA211020AF2129A61,"2017-03-27 22:33:38.230",USD,19807,19807,19807,0,1,1,0,1,2762-4800,NULL,NULL,NULL,NULL,11E713781844ABDCBCDA06616AC582AF,8BDEFF221ED500AEC96F22B3ADFC74F3,...
11E713781914DC31A211020AF2129A61,"2017-03-27 22:33:39.929",USD,21595,21595,21595,0,1,1,0,1,2101-6085,NULL,NULL,NULL,NULL,11E713781947CE39BCDA06616AC582AF,027DABAF416C2AE4D2BFDEFF9CCE8490,...
11E713781A2E3A94A211020AF2129A61,"2017-03-27 22:33:41.823",USD,19704,19704,19704,0,1,1,0,1,2652-4996,NULL,NULL,NULL,NULL,11E713781A68EF7ABCDA06616AC582AF,9D8E06A376E358BB4F7463462C43B566,...
11E713781B3DAEC6A211020AF2129A61,"2017-03-27 22:33:43.477",USD,11157,11157,11157,0,1,1,0,1,2765-9358,NULL,NULL,NULL,NULL,11E713781B65353DBCDA06616AC582AF,18AC7BC3E86B9BDEF548DF59F496B8C6,...
