sk_id,created_at,updated_at,deleted_at,fk_r_billing_engine_ref_cd,x_invoice_item_id,fk_r_revenue_source_ref_cd,fk_x_billing_account_hub_id,fk_x_subscription_r_plan_lnk_id,x_created_at,fk_s_change_context_id_cr,fk_s_change_context_id_dl,sk_id_raw
11E71378F3E231FCA211020AF2129A61,"2017-03-27 22:39:46.692","2017-03-27 22:39:46.694",NULL,STRIPE,ii_17WzS9HiCtHGC78Fgff9lbg5,SHIPPING,...,NULL,"2016-01-24 17:47:37",11E71378F3E3AD62BCDA06616AC582AF,NULL,...
11E71378F3E5182FA211020AF2129A61,"2017-03-27 22:39:46.711","2017-03-27 22:39:46.714",NULL,STRIPE,ii_17WzS9HiCtHGC78FWZfv0mtH,SHIPPING,...,NULL,"2016-01-24 17:47:37",11E71378F3E69336BCDA06616AC582AF,NULL,...
11E71378F3E7FE62A211020AF2129A61,"2017-03-27 22:39:46.730","2017-03-27 22:39:46.732",NULL,STRIPE,ii_17WzSAHiCtHGC78FRuCm8Evy,SHIPPING,...,NULL,"2016-01-24 17:47:38",11E71378F3E96EBEBCDA06616AC582AF,NULL,...
11E71378F3EAE495A211020AF2129A61,"2017-03-27 22:39:46.749","2017-03-27 22:39:46.751",NULL,STRIPE,ii_17WzSAHiCtHGC78FsL2t6KYX,SHIPPING,...,NULL,"2016-01-24 17:47:38",11E71378F3EC536CBCDA06616AC582AF,NULL,...
11E71378F3EDF1D8A211020AF2129A61,"2017-03-27 22:39:46.769","2017-03-27 22:39:46.771",NULL,STRIPE,ii_17WzSBHiCtHGC78Fj7lwv3eA,SHIPPING,...,NULL,"2016-01-24 17:47:39",11E71378F3EF6036BCDA06616AC582AF,NULL,...
11E71378F3F0B0FBA211020AF2129A61,"2017-03-27 22:39:46.787","2017-03-27 22:39:46.790",NULL,STRIPE,ii_17WzSBHiCtHGC78FYg8sjhcX,SHIPPING,...,NULL,"2016-01-24 17:47:39",11E71378F3F230E4BCDA06616AC582AF,NULL,...
11E71378F3F3972EA211020AF2129A61,"2017-03-27 22:39:46.806","2017-03-27 22:39:46.808",NULL,STRIPE,ii_17WzSCHiCtHGC78FLn6aOwpY,SHIPPING,...,NULL,"2016-01-24 17:47:40",11E71378F3F50788BCDA06616AC582AF,NULL,...
11E71378F53BA6F3A211020AF2129A61,"2017-03-27 22:39:48.956","2017-03-27 22:39:48.961",NULL,STRIPE,in_17XKVKHiCtHGC78FNfrdW7CZ-0,PRIMARY,...,...,"2016-01-25 16:16:18",11E71378F53B5D61BCDA06616AC582AF,NULL,...
11E71378F5591A2CA211020AF2129A61,"2017-03-27 22:39:49.149","2017-03-27 22:39:49.152",NULL,STRIPE,ii_17XLvCHiCtHGC78FElE5HfYg,SHIPPING,...,NULL,"2016-01-25 17:47:06",11E71378F55A9CF4BCDA06616AC582AF,NULL,...
11E71378F56ACD81A211020AF2129A61,"2017-03-27 22:39:49.265","2017-03-27 22:39:49.267",NULL,STRIPE,ii_17XLvFHiCtHGC78F3caifzA4,SHIPPING,...,NULL,"2016-01-25 17:47:09",11E71378F56C3CC6BCDA06616AC582AF,NULL,...
11E71378F56DB3B4A211020AF2129A61,"2017-03-27 22:39:49.285","2017-03-27 22:39:49.287",NULL,STRIPE,ii_17XLvGHiCtHGC78FnVwHQUNA,SHIPPING,...,NULL,"2016-01-25 17:47:10",11E71378F56F454CBCDA06616AC582AF,NULL,...
11E71378F5718447A211020AF2129A61,"2017-03-27 22:39:49.309","2017-03-27 22:39:49.312",NULL,STRIPE,ii_17XLvGHiCtHGC78FTjbVxaXG,SHIPPING,...,NULL,"2016-01-25 17:47:10",11E71378F572F4C3BCDA06616AC582AF,NULL,...
11E71378F5E46AF6A211020AF2129A61,"2017-03-27 22:39:50.062","2017-03-27 22:39:50.064",NULL,STRIPE,ii_17XiOfHiCtHGC78FGo8dLZZ3,SHIPPING,...,NULL,"2016-01-26 17:47:01",11E71378F5E5DEB0BCDA06616AC582AF,NULL,...
11E71378F5E72A19A211020AF2129A61,"2017-03-27 22:39:50.080","2017-03-27 22:39:50.083",NULL,STRIPE,ii_17XiOfHiCtHGC78FsNkt4nas,SHIPPING,...,NULL,"2016-01-26 17:47:01",11E71378F5E8B099BCDA06616AC582AF,NULL,...
11E71378F5EA104CA211020AF2129A61,"2017-03-27 22:39:50.100","2017-03-27 22:39:50.102",NULL,STRIPE,ii_17XiOgHiCtHGC78FhDExvi8m,SHIPPING,...,NULL,"2016-01-26 17:47:02",11E71378F5EB9AD7BCDA06616AC582AF,NULL,...
11E71378F5ECF67FA211020AF2129A61,"2017-03-27 22:39:50.118","2017-03-27 22:39:50.121",NULL,STRIPE,ii_17XiOgHiCtHGC78FutJDXx0o,SHIPPING,...,NULL,"2016-01-26 17:47:02",11E71378F5EE754BBCDA06616AC582AF,NULL,...
11E71378F5EFDBB2A211020AF2129A61,"2017-03-27 22:39:50.137","2017-03-27 22:39:50.140",NULL,STRIPE,ii_17XiOhHiCtHGC78Ff1Ru7dmy,SHIPPING,...,NULL,"2016-01-26 17:47:03",11E71378F5F15076BCDA06616AC582AF,NULL,...
11E71378F5F2C1E5A211020AF2129A61,"2017-03-27 22:39:50.156","2017-03-27 22:39:50.158",NULL,STRIPE,ii_17XiOiHiCtHGC78FV71kt8wT,SHIPPING,...,NULL,"2016-01-26 17:47:04",11E71378F5F431E0BCDA06616AC582AF,NULL,...
11E71378F5F58108A211020AF2129A61,"2017-03-27 22:39:50.174","2017-03-27 22:39:50.177",NULL,STRIPE,ii_17XiOiHiCtHGC78Fc7BI34am,SHIPPING,...,NULL,"2016-01-26 17:47:04",11E71378F5F70FE9BCDA06616AC582AF,NULL,...
11E71378F5F88E4BA211020AF2129A61,"2017-03-27 22:39:50.194","2017-03-27 22:39:50.196",NULL,STRIPE,ii_17XiOjHiCtHGC78FIGhCEYnO,SHIPPING,...,NULL,"2016-01-26 17:47:05",11E71378F5FA01E4BCDA06616AC582AF,NULL,...
11E71378F5FB4D6EA211020AF2129A61,"2017-03-27 22:39:50.212","2017-03-27 22:39:50.215",NULL,STRIPE,ii_17XiOjHiCtHGC78FwSxi0aMQ,SHIPPING,...,NULL,"2016-01-26 17:47:05",11E71378F5FCDE28BCDA06616AC582AF,NULL,...
11E71378F5FE33A1A211020AF2129A61,"2017-03-27 22:39:50.231","2017-03-27 22:39:50.234",NULL,STRIPE,ii_17XiOkHiCtHGC78FMvmKti8j,SHIPPING,...,NULL,"2016-01-26 17:47:06",11E71378F5FFB465BCDA06616AC582AF,NULL,...
11E71378F60119D4A211020AF2129A61,"2017-03-27 22:39:50.250","2017-03-27 22:39:50.252",NULL,STRIPE,ii_17XiOkHiCtHGC78FV5pDDKTl,SHIPPING,...,NULL,"2016-01-26 17:47:06",11E71378F6028E92BCDA06616AC582AF,NULL,...
11E71378F604EA67A211020AF2129A61,"2017-03-27 22:39:50.276","2017-03-27 22:39:50.278",NULL,STRIPE,ii_17XiOlHiCtHGC78FI10ELZJp,SHIPPING,...,NULL,"2016-01-26 17:47:07",11E71378F6067B5FBCDA06616AC582AF,NULL,...
11E71378F607F7AAA211020AF2129A61,"2017-03-27 22:39:50.296","2017-03-27 22:39:50.298",NULL,STRIPE,ii_17XiOlHiCtHGC78FRVw5ptde,SHIPPING,...,NULL,"2016-01-26 17:47:07",11E71378F6098978BCDA06616AC582AF,NULL,...
11E71378F60B04EDA211020AF2129A61,"2017-03-27 22:39:50.315","2017-03-27 22:39:50.318",NULL,STRIPE,ii_17XiOmHiCtHGC78FstNyw0Oi,SHIPPING,...,NULL,"2016-01-26 17:47:08",11E71378F60C7FFFBCDA06616AC582AF,NULL,...
11E71378F60E1230A211020AF2129A61,"2017-03-27 22:39:50.335","2017-03-27 22:39:50.338",NULL,STRIPE,ii_17XiOmHiCtHGC78FdgyH8GIJ,SHIPPING,...,NULL,"2016-01-26 17:47:08",11E71378F60F9B62BCDA06616AC582AF,NULL,...
11E71378F6116D93A211020AF2129A61,"2017-03-27 22:39:50.357","2017-03-27 22:39:50.359",NULL,STRIPE,ii_17XiOnHiCtHGC78FOSvi0akR,SHIPPING,...,NULL,"2016-01-26 17:47:09",11E71378F612DAF1BCDA06616AC582AF,NULL,...
11E71378F6142CB6A211020AF2129A61,"2017-03-27 22:39:50.375","2017-03-27 22:39:50.377",NULL,STRIPE,ii_17XiOnHiCtHGC78F6n6bIYB2,SHIPPING,...,NULL,"2016-01-26 17:47:09",11E71378F615A5C8BCDA06616AC582AF,NULL,...
11E71378F616EBD9A211020AF2129A61,"2017-03-27 22:39:50.394","2017-03-27 22:39:50.396",NULL,STRIPE,ii_17XiOoHiCtHGC78FLiFELUhZ,SHIPPING,...,NULL,"2016-01-26 17:47:10",11E71378F6187A57BCDA06616AC582AF,NULL,...
11E71378F619D20CA211020AF2129A61,"2017-03-27 22:39:50.412","2017-03-27 22:39:50.415",NULL,STRIPE,ii_17XiOoHiCtHGC78Fei8d1pHl,SHIPPING,...,NULL,"2016-01-26 17:47:10",11E71378F61B5DFABCDA06616AC582AF,NULL,...
11E71378F61C912FA211020AF2129A61,"2017-03-27 22:39:50.431","2017-03-27 22:39:50.433",NULL,STRIPE,ii_17XiOpHiCtHGC78FZqgRTDsJ,SHIPPING,...,NULL,"2016-01-26 17:47:11",11E71378F61E23B5BCDA06616AC582AF,NULL,...
11E71378F61F7762A211020AF2129A61,"2017-03-27 22:39:50.449","2017-03-27 22:39:50.451",NULL,STRIPE,ii_17XiOqHiCtHGC78F2AfbSqj2,SHIPPING,...,NULL,"2016-01-26 17:47:12",11E71378F620F862BCDA06616AC582AF,NULL,...
11E71378F6223685A211020AF2129A61,"2017-03-27 22:39:50.467","2017-03-27 22:39:50.469",NULL,STRIPE,ii_17XiOqHiCtHGC78FiOlkebXk,SHIPPING,...,NULL,"2016-01-26 17:47:12",11E71378F623B959BCDA06616AC582AF,NULL,...
11E71378F624F5A8A211020AF2129A61,"2017-03-27 22:39:50.485","2017-03-27 22:39:50.488",NULL,STRIPE,ii_17XiOrHiCtHGC78FLoNscpkz,SHIPPING,...,NULL,"2016-01-26 17:47:13",11E71378F6267657BCDA06616AC582AF,NULL,...
11E71378F62802EBA211020AF2129A61,"2017-03-27 22:39:50.505","2017-03-27 22:39:50.507",NULL,STRIPE,ii_17XiOrHiCtHGC78FgZInCmh5,SHIPPING,...,NULL,"2016-01-26 17:47:13",11E71378F6297BA7BCDA06616AC582AF,NULL,...
11E71378F62AC20EA211020AF2129A61,"2017-03-27 22:39:50.524","2017-03-27 22:39:50.526",NULL,STRIPE,ii_17XiOsHiCtHGC78FSuqn65tS,SHIPPING,...,NULL,"2016-01-26 17:47:14",11E71378F62C51EEBCDA06616AC582AF,NULL,...
11E71378F62DA841A211020AF2129A61,"2017-03-27 22:39:50.543","2017-03-27 22:39:50.545",NULL,STRIPE,ii_17XiOsHiCtHGC78FkzrrvptW,SHIPPING,...,NULL,"2016-01-26 17:47:14",11E71378F62F3AA2BCDA06616AC582AF,NULL,...
11E71378F6308E74A211020AF2129A61,"2017-03-27 22:39:50.561","2017-03-27 22:39:50.564",NULL,STRIPE,ii_17XiOtHiCtHGC78F1bDsCYRD,SHIPPING,...,NULL,"2016-01-26 17:47:15",11E71378F6320F04BCDA06616AC582AF,NULL,...
11E71378F6775BC2A211020AF2129A61,"2017-03-27 22:39:51.026","2017-03-27 22:39:51.029",NULL,STRIPE,ii_17XiOeHiCtHGC78FjEEH2XVc,SHIPPING,...,NULL,"2016-01-26 17:47:00",11E71378F678D310BCDA06616AC582AF,NULL,...
11E71378F67A6905A211020AF2129A61,"2017-03-27 22:39:51.046","2017-03-27 22:39:51.048",NULL,STRIPE,ii_17XiOeHiCtHGC78F7P9KVZeH,SHIPPING,...,NULL,"2016-01-26 17:47:00",11E71378F67BDC59BCDA06616AC582AF,NULL,...
11E71378F7BC382BA211020AF2129A61,"2017-03-27 22:39:53.154","2017-03-27 22:39:53.156",NULL,STRIPE,ii_17XiPCHiCtHGC78FcrPacFTX,SHIPPING,...,NULL,"2016-01-26 17:47:34",11E71378F7BDB131BCDA06616AC582AF,NULL,...
11E71378F7BF1E5EA211020AF2129A61,"2017-03-27 22:39:53.173","2017-03-27 22:39:53.175",NULL,STRIPE,ii_17XiPCHiCtHGC78FWiIBJ1Jr,SHIPPING,...,NULL,"2016-01-26 17:47:34",11E71378F7C08E29BCDA06616AC582AF,NULL,...
11E71378F7C20491A211020AF2129A61,"2017-03-27 22:39:53.192","2017-03-27 22:39:53.194",NULL,STRIPE,ii_17XiPDHiCtHGC78FEI3tWcSD,SHIPPING,...,NULL,"2016-01-26 17:47:35",11E71378F7C37CADBCDA06616AC582AF,NULL,...
11E71378F7C4C3B4A211020AF2129A61,"2017-03-27 22:39:53.210","2017-03-27 22:39:53.212",NULL,STRIPE,ii_17XiPDHiCtHGC78FEzyG9DwP,SHIPPING,...,NULL,"2016-01-26 17:47:35",11E71378F7C63A01BCDA06616AC582AF,NULL,...
11E71378F7C782D7A211020AF2129A61,"2017-03-27 22:39:53.228","2017-03-27 22:39:53.231",NULL,STRIPE,ii_17XiPEHiCtHGC78F7SJ6zyOV,SHIPPING,...,NULL,"2016-01-26 17:47:36",11E71378F7C90BEDBCDA06616AC582AF,NULL,...
11E71378F7CA41FAA211020AF2129A61,"2017-03-27 22:39:53.247","2017-03-27 22:39:53.249",NULL,STRIPE,ii_17XiPEHiCtHGC78Fzt72jrvW,SHIPPING,...,NULL,"2016-01-26 17:47:36",11E71378F7CBD223BCDA06616AC582AF,NULL,...
11E71378F7CD4F3DA211020AF2129A61,"2017-03-27 22:39:53.266","2017-03-27 22:39:53.268",NULL,STRIPE,ii_17XiPFHiCtHGC78Fx0NgfBSp,SHIPPING,...,NULL,"2016-01-26 17:47:37",11E71378F7CEADD5BCDA06616AC582AF,NULL,...
11E71378F7D00D60A211020AF2129A61,"2017-03-27 22:39:53.285","2017-03-27 22:39:53.287",NULL,STRIPE,ii_17XiPFHiCtHGC78FusEpYilE,SHIPPING,...,NULL,"2016-01-26 17:47:37",11E71378F7D196CABCDA06616AC582AF,NULL,...
11E71378F7D38FD3A211020AF2129A61,"2017-03-27 22:39:53.307","2017-03-27 22:39:53.318",NULL,STRIPE,ii_17XiPGHiCtHGC78Fb4gpdeO8,SHIPPING,...,NULL,"2016-01-26 17:47:38",11E71378F7D50387BCDA06616AC582AF,NULL,...
11E71378F7D7D596A211020AF2129A61,"2017-03-27 22:39:53.336","2017-03-27 22:39:53.338",NULL,STRIPE,ii_17XiPGHiCtHGC78FQkJirCff,SHIPPING,...,NULL,"2016-01-26 17:47:38",11E71378F7D959D9BCDA06616AC582AF,NULL,...
11E71378F7DBF449A211020AF2129A61,"2017-03-27 22:39:53.362","2017-03-27 22:39:53.365",NULL,STRIPE,ii_17XiPHHiCtHGC78Fdp0LCvKt,SHIPPING,...,NULL,"2016-01-26 17:47:39",11E71378F7DC498FBCDA06616AC582AF,NULL,...
11E71378F7DEDA7CA211020AF2129A61,"2017-03-27 22:39:53.381","2017-03-27 22:39:53.384",NULL,STRIPE,ii_17XiPHHiCtHGC78FdeSSPalw,SHIPPING,...,NULL,"2016-01-26 17:47:39",11E71378F7E065B0BCDA06616AC582AF,NULL,...
11E71378F7E1C0AFA211020AF2129A61,"2017-03-27 22:39:53.400","2017-03-27 22:39:53.403",NULL,STRIPE,ii_17XiPIHiCtHGC78F3YIKkYbc,SHIPPING,...,NULL,"2016-01-26 17:47:40",11E71378F7E34451BCDA06616AC582AF,NULL,...
11E71378F7E4A6E2A211020AF2129A61,"2017-03-27 22:39:53.419","2017-03-27 22:39:53.422",NULL,STRIPE,ii_17XiPIHiCtHGC78Fe9puwJKN,SHIPPING,...,NULL,"2016-01-26 17:47:40",11E71378F7E62CFABCDA06616AC582AF,NULL,...
11E71378F7E78D15A211020AF2129A61,"2017-03-27 22:39:53.438","2017-03-27 22:39:53.440",NULL,STRIPE,ii_17XiPJHiCtHGC78FKlUsNqBq,SHIPPING,...,NULL,"2016-01-26 17:47:41",11E71378F7E9042CBCDA06616AC582AF,NULL,...
11E71378F7EA4C38A211020AF2129A61,"2017-03-27 22:39:53.456","2017-03-27 22:39:53.459",NULL,STRIPE,ii_17XiPKHiCtHGC78FVmNRcuDI,SHIPPING,...,NULL,"2016-01-26 17:47:42",11E71378F7EBD94CBCDA06616AC582AF,NULL,...
11E71378F7ED326BA211020AF2129A61,"2017-03-27 22:39:53.475","2017-03-27 22:39:53.477",NULL,STRIPE,ii_17XiPKHiCtHGC78FXIVAODMQ,SHIPPING,...,NULL,"2016-01-26 17:47:42",11E71378F7EEA36BBCDA06616AC582AF,NULL,...
11E71378F7F0189EA211020AF2129A61,"2017-03-27 22:39:53.494","2017-03-27 22:39:53.497",NULL,STRIPE,ii_17XiPLHiCtHGC78FLYWW8INL,SHIPPING,...,NULL,"2016-01-26 17:47:43",11E71378F7F195CABCDA06616AC582AF,NULL,...
11E71378FA35274CA211020AF2129A61,"2017-03-27 22:39:57.302","2017-03-27 22:39:57.305",NULL,STRIPE,ii_17Y4sGHiCtHGC78FTg4IrcmI,SHIPPING,...,NULL,"2016-01-27 17:47:04",11E71378FA369AB7BCDA06616AC582AF,NULL,...
11E71378FA4246BEA211020AF2129A61,"2017-03-27 22:39:57.388","2017-03-27 22:39:57.391",NULL,STRIPE,ii_17Y4sHHiCtHGC78F1gnCzBp0,SHIPPING,...,NULL,"2016-01-27 17:47:05",11E71378FA43C221BCDA06616AC582AF,NULL,...
11E71378FA452CF1A211020AF2129A61,"2017-03-27 22:39:57.407","2017-03-27 22:39:57.410",NULL,STRIPE,ii_17Y4sHHiCtHGC78FJVxoMCIw,SHIPPING,...,NULL,"2016-01-27 17:47:05",11E71378FA46A412BCDA06616AC582AF,NULL,...
11E71378FA481324A211020AF2129A61,"2017-03-27 22:39:57.426","2017-03-27 22:39:57.428",NULL,STRIPE,ii_17Y4sIHiCtHGC78Fv7dqQX1N,SHIPPING,...,NULL,"2016-01-27 17:47:06",11E71378FA498380BCDA06616AC582AF,NULL,...
11E71378FA4AD247A211020AF2129A61,"2017-03-27 22:39:57.444","2017-03-27 22:39:57.446",NULL,STRIPE,ii_17Y4sIHiCtHGC78FhIW5tEgh,SHIPPING,...,NULL,"2016-01-27 17:47:06",11E71378FA4C5143BCDA06616AC582AF,NULL,...
11E71378FA4D916AA211020AF2129A61,"2017-03-27 22:39:57.462","2017-03-27 22:39:57.465",NULL,STRIPE,ii_17Y4sJHiCtHGC78F5VwYmx8V,SHIPPING,...,NULL,"2016-01-27 17:47:07",11E71378FA4F1ED3BCDA06616AC582AF,NULL,...
11E71378FA50508DA211020AF2129A61,"2017-03-27 22:39:57.480","2017-03-27 22:39:57.483",NULL,STRIPE,ii_17Y4sKHiCtHGC78FWxrRefVn,SHIPPING,...,NULL,"2016-01-27 17:47:08",11E71378FA51DD2CBCDA06616AC582AF,NULL,...
11E71378FA5336C0A211020AF2129A61,"2017-03-27 22:39:57.499","2017-03-27 22:39:57.501",NULL,STRIPE,ii_17Y4sJHiCtHGC78FpNLmqQhG,SHIPPING,...,NULL,"2016-01-27 17:47:07",11E71378FA54B07FBCDA06616AC582AF,NULL,...
11E71378FA55F5E3A211020AF2129A61,"2017-03-27 22:39:57.517","2017-03-27 22:39:57.519",NULL,STRIPE,ii_17Y4sLHiCtHGC78F4iKrdvfJ,SHIPPING,...,NULL,"2016-01-27 17:47:09",11E71378FA577549BCDA06616AC582AF,NULL,...
11E71378FA58B506A211020AF2129A61,"2017-03-27 22:39:57.535","2017-03-27 22:39:57.537",NULL,STRIPE,ii_17Y4sMHiCtHGC78F5E2B5KZu,SHIPPING,...,NULL,"2016-01-27 17:47:10",11E71378FA5A30B9BCDA06616AC582AF,NULL,...
11E71378FA5B9B39A211020AF2129A61,"2017-03-27 22:39:57.554","2017-03-27 22:39:57.556",NULL,STRIPE,ii_17Y4sMHiCtHGC78FSd1ybYlU,SHIPPING,...,NULL,"2016-01-27 17:47:10",11E71378FA5D166BBCDA06616AC582AF,NULL,...
11E71378FA5E5A5CA211020AF2129A61,"2017-03-27 22:39:57.572","2017-03-27 22:39:57.574",NULL,STRIPE,ii_17Y4sNHiCtHGC78FYDCnoj6K,SHIPPING,...,NULL,"2016-01-27 17:47:11",11E71378FA5FD832BCDA06616AC582AF,NULL,...
11E71378FA61197FA211020AF2129A61,"2017-03-27 22:39:57.590","2017-03-27 22:39:57.593",NULL,STRIPE,ii_17Y4sOHiCtHGC78Faw7yVRoC,SHIPPING,...,NULL,"2016-01-27 17:47:12",11E71378FA629AD3BCDA06616AC582AF,NULL,...
11E71378FA63FEB2A211020AF2129A61,"2017-03-27 22:39:57.609","2017-03-27 22:39:57.611",NULL,STRIPE,ii_17Y4sOHiCtHGC78FIWzIIEdN,SHIPPING,...,NULL,"2016-01-27 17:47:12",11E71378FA657478BCDA06616AC582AF,NULL,...
11E71378FA66BDD5A211020AF2129A61,"2017-03-27 22:39:57.627","2017-03-27 22:39:57.629",NULL,STRIPE,ii_17Y4sPHiCtHGC78F86Rh5Eri,SHIPPING,...,NULL,"2016-01-27 17:47:13",11E71378FA683F22BCDA06616AC582AF,NULL,...
11E71378FA69A408A211020AF2129A61,"2017-03-27 22:39:57.646","2017-03-27 22:39:57.648",NULL,STRIPE,ii_17Y4sPHiCtHGC78FrdUPxxGX,SHIPPING,...,NULL,"2016-01-27 17:47:13",11E71378FA6B1199BCDA06616AC582AF,NULL,...
11E71378FA6C632BA211020AF2129A61,"2017-03-27 22:39:57.665","2017-03-27 22:39:57.667",NULL,STRIPE,ii_17Y4sQHiCtHGC78F0YgbYa9U,SHIPPING,...,NULL,"2016-01-27 17:47:14",11E71378FA6DEBE3BCDA06616AC582AF,NULL,...
11E71378FA6F495EA211020AF2129A61,"2017-03-27 22:39:57.683","2017-03-27 22:39:57.685",NULL,STRIPE,ii_17Y4sRHiCtHGC78FEr4QYOU8,SHIPPING,...,NULL,"2016-01-27 17:47:15",11E71378FA70CA02BCDA06616AC582AF,NULL,...
11E71378FA7256A1A211020AF2129A61,"2017-03-27 22:39:57.703","2017-03-27 22:39:57.705",NULL,STRIPE,ii_17Y4sRHiCtHGC78FVGVT9RpV,SHIPPING,...,NULL,"2016-01-27 17:47:15",11E71378FA73D564BCDA06616AC582AF,NULL,...
11E71378FA7515C4A211020AF2129A61,"2017-03-27 22:39:57.721","2017-03-27 22:39:57.723",NULL,STRIPE,ii_17Y4sSHiCtHGC78Fa53AshoA,SHIPPING,...,NULL,"2016-01-27 17:47:16",11E71378FA769451BCDA06616AC582AF,NULL,...
11E71378FA77D4E7A211020AF2129A61,"2017-03-27 22:39:57.739","2017-03-27 22:39:57.741",NULL,STRIPE,ii_17Y4sSHiCtHGC78FlptNZqI1,SHIPPING,...,NULL,"2016-01-27 17:47:16",11E71378FA795438BCDA06616AC582AF,NULL,...
11E71378FA7AE22AA211020AF2129A61,"2017-03-27 22:39:57.759","2017-03-27 22:39:57.761",NULL,STRIPE,ii_17Y4sTHiCtHGC78FdbVxCO5r,SHIPPING,...,NULL,"2016-01-27 17:47:17",11E71378FA7C62D7BCDA06616AC582AF,NULL,...
11E71378FA7DA14DA211020AF2129A61,"2017-03-27 22:39:57.778","2017-03-27 22:39:57.780",NULL,STRIPE,ii_17Y4sUHiCtHGC78Fvhhu2beg,SHIPPING,...,NULL,"2016-01-27 17:47:18",11E71378FA7F31C9BCDA06616AC582AF,NULL,...
11E71378FA808780A211020AF2129A61,"2017-03-27 22:39:57.796","2017-03-27 22:39:57.799",NULL,STRIPE,ii_17Y4sUHiCtHGC78F0ZZ7SM7j,SHIPPING,...,NULL,"2016-01-27 17:47:18",11E71378FA820DD8BCDA06616AC582AF,NULL,...
11E71378FA8346A3A211020AF2129A61,"2017-03-27 22:39:57.814","2017-03-27 22:39:57.817",NULL,STRIPE,ii_17Y4sVHiCtHGC78F3jkO1dBv,SHIPPING,...,NULL,"2016-01-27 17:47:19",11E71378FA84D0BABCDA06616AC582AF,NULL,...
11E71378FA8605C6A211020AF2129A61,"2017-03-27 22:39:57.832","2017-03-27 22:39:57.835",NULL,STRIPE,ii_17Y4sVHiCtHGC78FnFKSBMkb,SHIPPING,...,NULL,"2016-01-27 17:47:19",11E71378FA879627BCDA06616AC582AF,NULL,...
11E71378FA891309A211020AF2129A61,"2017-03-27 22:39:57.852","2017-03-27 22:39:57.854",NULL,STRIPE,ii_17Y4sWHiCtHGC78FS9aQHztF,SHIPPING,...,NULL,"2016-01-27 17:47:20",11E71378FA8A87F4BCDA06616AC582AF,NULL,...
11E71378FA8BD22CA211020AF2129A61,"2017-03-27 22:39:57.870","2017-03-27 22:39:57.873",NULL,STRIPE,ii_17Y4sXHiCtHGC78Fle7De6Jl,SHIPPING,...,NULL,"2016-01-27 17:47:21",11E71378FA8D5555BCDA06616AC582AF,NULL,...
11E71378FC02E245A211020AF2129A61,"2017-03-27 22:40:00.329","2017-03-27 22:40:00.331",NULL,STRIPE,ii_17Y4suHiCtHGC78FfKLIb4Wo,SHIPPING,...,NULL,"2016-01-27 17:47:44",11E71378FC046AA0BCDA06616AC582AF,NULL,...
11E71378FC0B94DFA211020AF2129A61,"2017-03-27 22:40:00.396","2017-03-27 22:40:00.399",NULL,STRIPE,ii_17Y4svHiCtHGC78FfrfdUFo4,SHIPPING,...,NULL,"2016-01-27 17:47:45",11E71378FC0D0909BCDA06616AC582AF,NULL,...
11E71378FC10C502A211020AF2129A61,"2017-03-27 22:40:00.420","2017-03-27 22:40:00.422",NULL,STRIPE,ii_17Y4svHiCtHGC78FoaacAIdr,SHIPPING,...,NULL,"2016-01-27 17:47:45",11E71378FC12524DBCDA06616AC582AF,NULL,...
11E71378FC13F955A211020AF2129A61,"2017-03-27 22:40:00.440","2017-03-27 22:40:00.443",NULL,STRIPE,ii_17Y4swHiCtHGC78FoZZg3x60,SHIPPING,...,NULL,"2016-01-27 17:47:46",11E71378FC156590BCDA06616AC582AF,NULL,...
11E71378FC1754B8A211020AF2129A61,"2017-03-27 22:40:00.462","2017-03-27 22:40:00.465",NULL,STRIPE,ii_17Y4swHiCtHGC78FXXu74WF3,SHIPPING,...,NULL,"2016-01-27 17:47:46",11E71378FC18CDEABCDA06616AC582AF,NULL,...
11E71378FC1A3AEBA211020AF2129A61,"2017-03-27 22:40:00.482","2017-03-27 22:40:00.484",NULL,STRIPE,ii_17Y4sxHiCtHGC78F3wl00JlO,SHIPPING,...,NULL,"2016-01-27 17:47:47",11E71378FC1BC884BCDA06616AC582AF,NULL,...
11E71378FC1D964EA211020AF2129A61,"2017-03-27 22:40:00.503","2017-03-27 22:40:00.506",NULL,STRIPE,ii_17Y4syHiCtHGC78Fk0eCMvqn,SHIPPING,...,NULL,"2016-01-27 17:47:48",11E71378FC1EDF16BCDA06616AC582AF,NULL,...
11E71378FC20CAA1A211020AF2129A61,"2017-03-27 22:40:00.524","2017-03-27 22:40:00.527",NULL,STRIPE,ii_17Y4szHiCtHGC78FK3RPOX2R,SHIPPING,...,NULL,"2016-01-27 17:47:49",11E71378FC223D65BCDA06616AC582AF,NULL,...
11E71378FC23B0D4A211020AF2129A61,"2017-03-27 22:40:00.544","2017-03-27 22:40:00.546",NULL,STRIPE,ii_17Y4szHiCtHGC78FV3oY7bu9,SHIPPING,...,NULL,"2016-01-27 17:47:49",11E71378FC253C23BCDA06616AC582AF,NULL,...
11E71378FC26BE17A211020AF2129A61,"2017-03-27 22:40:00.563","2017-03-27 22:40:00.565",NULL,STRIPE,ii_17Y4t0HiCtHGC78FIl45kAiG,SHIPPING,...,NULL,"2016-01-27 17:47:50",11E71378FC2827ADBCDA06616AC582AF,NULL,...
