fk_x_invoice_hub_id,created_at,fk_s_change_context_id,fk_x_currency_ref_cd,due_amt,total_amt,subtotal_amt,fee_amt,paid_ind,closed_ind,forgiven_ind,attempt_cnt,x_receipt_id,next_attempt_at,period_start_at,period_end_at,description,row_hash
...,"2017-03-27 22:38:04.734",...,USD,18462,18462,18462,0,0,0,0,0,NULL,"2016-01-08 18:48:44",NULL,NULL,NULL,...
...,"2017-03-27 22:38:05.068",...,USD,18462,18462,18462,0,1,1,0,1,2486-7752,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:38:13.584",...,USD,15515,15515,15515,0,0,0,0,0,NULL,"2016-01-09 18:48:21",NULL,NULL,NULL,...
...,"2017-03-27 22:38:14.011",...,USD,15515,15515,15515,0,1,1,0,1,2010-9150,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:38:16.505",...,USD,19838,19838,19838,0,0,0,0,0,NULL,"2016-01-09 18:48:58",NULL,NULL,NULL,...
...,"2017-03-27 22:38:16.905",...,USD,19838,19838,19838,0,1,1,0,1,2236-8227,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:38:20.963",...,USD,12689,12689,12689,0,0,0,0,0,NULL,"2016-01-10 18:48:04",NULL,NULL,NULL,...
...,"2017-03-27 22:38:21.183",...,USD,12689,12689,12689,0,1,1,0,1,2166-4958,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:38:22.370",...,USD,3870,3870,3870,0,0,0,0,0,NULL,"2016-01-10 18:48:18",NULL,NULL,NULL,...
...,"2017-03-27 22:38:22.590",...,USD,3870,3870,3870,0,1,1,0,1,2002-9873,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:38:24.647",...,USD,1769,1769,1769,0,0,0,0,0,NULL,"2016-01-11 18:47:46",NULL,NULL,NULL,...
...,"2017-03-27 22:38:24.717",...,USD,1769,1769,1769,0,1,1,0,1,2448-8532,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:38:26.659",...,USD,16086,16086,16086,0,0,0,0,0,NULL,"2016-01-12 18:47:51",NULL,NULL,NULL,...
...,"2017-03-27 22:38:27.003",...,USD,16086,16086,16086,0,1,1,0,1,2627-1249,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:38:30.306",...,USD,8786,8786,8786,0,0,0,0,0,NULL,"2016-01-12 18:48:29",NULL,NULL,NULL,...
...,"2017-03-27 22:38:30.609",...,USD,8786,8786,8786,0,1,1,0,1,2440-8206,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:38:35.754",...,USD,8669,8669,8669,0,0,0,0,0,NULL,"2016-01-13 18:48:01",NULL,NULL,NULL,...
...,"2017-03-27 22:38:36.151",...,USD,8669,8669,8669,0,1,1,0,1,2808-6785,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:38:37.629",...,USD,17074,17074,17074,0,0,0,0,0,NULL,"2016-01-13 18:48:18",NULL,NULL,NULL,...
...,"2017-03-27 22:38:37.934",...,USD,17074,17074,17074,0,1,1,0,1,2375-3841,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:38:42.837",...,USD,11057,11057,11057,0,0,0,0,0,NULL,"2016-01-14 18:47:47",NULL,NULL,NULL,...
...,"2017-03-27 22:38:43.253",...,USD,11057,11057,11057,0,1,1,0,1,2301-9037,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:38:46.060",...,USD,21022,21022,21022,0,0,0,0,0,NULL,"2016-01-14 18:48:30",NULL,NULL,NULL,...
...,"2017-03-27 22:38:46.436",...,USD,21022,21022,21022,0,1,1,0,1,2029-8933,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:38:52.460",...,USD,8573,8573,8573,0,0,0,0,0,NULL,"2016-01-15 18:47:48",NULL,NULL,NULL,...
...,"2017-03-27 22:38:52.872",...,USD,8573,8573,8573,0,1,1,0,1,2967-6366,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:38:53.988",...,USD,8190,8190,8190,0,1,1,0,1,2469-6240,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:38:56.449",...,USD,8190,8190,8190,0,0,0,0,0,NULL,"2016-01-15 18:47:58",NULL,NULL,NULL,...
...,"2017-03-27 22:38:57.963",...,USD,8040,8040,8040,0,0,0,0,0,NULL,"2016-01-16 18:47:39",NULL,NULL,NULL,...
...,"2017-03-27 22:38:58.311",...,USD,8040,8040,8040,0,1,1,0,1,2529-5369,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:39:00.750",...,USD,17104,17104,17104,0,0,0,0,0,NULL,"2016-01-16 18:48:11",NULL,NULL,NULL,...
...,"2017-03-27 22:39:01.042",...,USD,17104,17104,17104,0,1,1,0,1,2151-7052,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:39:05.194",...,USD,4563,4563,4563,0,0,0,0,0,NULL,"2016-01-17 18:47:44",NULL,NULL,NULL,...
...,"2017-03-27 22:39:05.456",...,USD,4563,4563,4563,0,1,1,0,1,2651-1438,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:39:06.328",...,USD,10247,10247,10247,0,0,0,0,0,NULL,"2016-01-17 18:47:55",NULL,NULL,NULL,...
...,"2017-03-27 22:39:06.568",...,USD,10247,10247,10247,0,1,1,0,1,2071-3313,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:39:09.810",...,USD,510,510,510,0,0,0,0,0,NULL,"2016-01-18 18:47:28",NULL,NULL,NULL,...
...,"2017-03-27 22:39:09.845",...,USD,510,510,510,0,1,1,0,1,2612-3700,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:39:10.610",...,USD,1394,1394,1394,0,0,0,0,0,NULL,"2016-01-19 18:47:22",NULL,NULL,NULL,...
...,"2017-03-27 22:39:10.670",...,USD,1394,1394,1394,0,1,1,0,1,2100-5704,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:39:12.041",...,USD,3294,3294,3294,0,1,1,0,1,2827-4269,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:39:12.184",...,USD,3294,3294,3294,0,0,0,0,0,NULL,"2016-01-19 18:48:00",NULL,NULL,NULL,...
...,"2017-03-27 22:39:15.751",...,USD,11406,11406,11406,0,0,0,0,0,NULL,"2016-01-20 18:48:07",NULL,NULL,NULL,...
...,"2017-03-27 22:39:16.271",...,USD,11406,11406,11406,0,1,1,0,1,2139-0238,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:39:19.192",...,USD,19017,19017,19017,0,0,0,0,0,NULL,"2016-01-20 18:48:55",NULL,NULL,NULL,...
...,"2017-03-27 22:39:19.592",...,USD,19017,19017,19017,0,1,1,0,1,2432-4893,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:39:22.678",...,USD,19046,19046,19046,0,0,0,0,0,NULL,"2016-01-21 18:47:33",NULL,NULL,NULL,...
...,"2017-03-27 22:39:23.202",...,USD,19046,19046,19046,0,1,1,0,1,2325-3686,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:39:26.842",...,USD,10776,10776,10776,0,0,0,0,0,NULL,"2016-01-21 18:48:29",NULL,NULL,NULL,...
...,"2017-03-27 22:39:27.130",...,USD,10776,10776,10776,0,1,1,0,1,2002-4924,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:39:30.313",...,USD,12898,12898,12898,0,0,0,0,0,NULL,"2016-01-22 18:47:27",NULL,NULL,NULL,...
...,"2017-03-27 22:39:30.732",...,USD,12898,12898,12898,0,1,1,0,1,2166-1859,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:39:33.201",...,USD,15528,15528,15528,0,0,0,0,0,NULL,"2016-01-22 18:47:59",NULL,NULL,NULL,...
...,"2017-03-27 22:39:33.420",...,USD,15528,15528,15528,0,1,1,0,1,2991-4787,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:39:38.011",...,USD,15415,15415,15415,0,0,0,0,0,NULL,"2016-01-23 18:47:29",NULL,NULL,NULL,...
...,"2017-03-27 22:39:38.549",...,USD,15415,15415,15415,0,1,1,0,1,2977-6134,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:39:41.896",...,USD,15868,15868,15868,0,0,0,0,0,NULL,"2016-01-23 18:48:15",NULL,NULL,NULL,...
...,"2017-03-27 22:39:42.153",...,USD,15868,15868,15868,0,1,1,0,1,2420-2977,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:39:45.800",...,USD,8820,8820,8820,0,0,0,0,0,NULL,"2016-01-24 18:47:23",NULL,NULL,NULL,...
...,"2017-03-27 22:39:46.000",...,USD,8820,8820,8820,0,1,1,0,1,2686-0192,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:39:47.084",...,USD,5853,5853,5853,0,0,0,0,0,NULL,"2016-01-24 18:47:41",NULL,NULL,NULL,...
...,"2017-03-27 22:39:47.333",...,USD,5853,5853,5853,0,1,1,0,1,2559-7001,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:39:48.948",...,USD,1900,1900,1900,0,0,0,0,0,NULL,"2016-01-25 17:16:18","2015-12-25 16:11:51","2016-01-25 16:11:51",NULL,...
...,"2017-03-27 22:39:48.980",...,USD,1900,1900,1900,0,1,1,0,1,2372-8009,NULL,"2015-12-25 16:11:51","2016-01-25 16:11:51",NULL,...
...,"2017-03-27 22:39:49.188",...,USD,396,396,396,0,0,0,0,0,NULL,"2016-01-25 18:47:06",NULL,NULL,NULL,...
...,"2017-03-27 22:39:49.215",...,USD,396,396,396,0,1,1,0,1,2907-3112,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:39:49.389",...,USD,1876,1876,1876,0,0,0,0,0,NULL,"2016-01-25 18:47:10",NULL,NULL,NULL,...
...,"2017-03-27 22:39:49.433",...,USD,1876,1876,1876,0,1,1,0,1,2476-9261,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:39:51.103",...,USD,13683,13683,13683,0,0,0,0,0,NULL,"2016-01-26 18:47:15",NULL,NULL,NULL,...
...,"2017-03-27 22:39:51.538",...,USD,13683,13683,13683,0,1,1,0,1,2832-8708,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:39:53.842",...,USD,14447,14447,14447,0,0,0,0,0,NULL,"2016-01-26 18:47:43",NULL,NULL,NULL,...
...,"2017-03-27 22:39:54.166",...,USD,14447,14447,14447,0,1,1,0,1,2901-1056,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:39:58.386",...,USD,12490,12490,12490,0,0,0,0,0,NULL,"2016-01-27 18:47:22",NULL,NULL,NULL,...
...,"2017-03-27 22:39:58.881",...,USD,12490,12490,12490,0,1,1,0,1,2719-5709,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:40:00.948",...,USD,12201,12201,12201,0,0,0,0,0,NULL,"2016-01-27 18:47:53",NULL,NULL,NULL,...
...,"2017-03-27 22:40:01.191",...,USD,12201,12201,12201,0,1,1,0,1,2034-4561,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:40:07.002",...,USD,11770,11770,11770,0,0,0,0,0,NULL,"2016-01-28 18:47:20",NULL,NULL,NULL,...
...,"2017-03-27 22:40:07.525",...,USD,11770,11770,11770,0,1,1,0,1,2394-9569,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:40:10.337",...,USD,11105,11105,11105,0,0,0,0,0,NULL,"2016-01-28 18:47:57",NULL,NULL,NULL,...
...,"2017-03-27 22:40:10.612",...,USD,11105,11105,11105,0,1,1,0,1,2451-7741,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:40:15.079",...,USD,17780,17780,17780,0,0,0,0,0,NULL,"2016-01-29 18:47:23",NULL,NULL,NULL,...
...,"2017-03-27 22:40:15.605",...,USD,17780,17780,17780,0,1,1,0,1,2485-5000,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:40:17.467",...,USD,10378,10378,10378,0,0,0,0,0,NULL,"2016-01-29 18:47:47",NULL,NULL,NULL,...
...,"2017-03-27 22:40:17.671",...,USD,10378,10378,10378,0,1,1,0,1,2661-8826,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:40:22.470",...,USD,6239,6239,6239,0,0,0,0,0,NULL,"2016-01-30 18:47:03",NULL,NULL,NULL,...
...,"2017-03-27 22:40:22.815",...,USD,6239,6239,6239,0,1,1,0,1,2020-6844,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:40:23.631",...,USD,7707,7707,7707,0,0,0,0,0,NULL,"2016-01-30 18:47:11",NULL,NULL,NULL,...
...,"2017-03-27 22:40:23.704",...,USD,7707,7707,7707,0,1,1,0,1,2599-4040,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:40:28.248",...,USD,8485,8485,8485,0,0,0,0,0,NULL,"2016-01-31 18:47:03",NULL,NULL,NULL,...
...,"2017-03-27 22:40:28.620",...,USD,8485,8485,8485,0,1,1,0,1,2292-2376,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:40:30.328",...,USD,6240,6240,6240,0,0,0,0,0,NULL,"2016-01-31 18:47:32",NULL,NULL,NULL,...
...,"2017-03-27 22:40:30.396",...,USD,6240,6240,6240,0,1,1,0,1,2783-9330,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:40:32.236",...,USD,408,408,408,0,0,0,0,0,NULL,"2016-02-01 18:46:50",NULL,NULL,NULL,...
...,"2017-03-27 22:40:32.263",...,USD,408,408,408,0,1,1,0,1,2909-0519,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:40:32.524",...,USD,610,610,610,0,0,0,0,0,NULL,"2016-02-01 18:46:58",NULL,NULL,NULL,...
...,"2017-03-27 22:40:32.550",...,USD,610,610,610,0,1,1,0,1,2781-4500,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:40:34.108",...,USD,12477,12477,12477,0,0,0,0,0,NULL,"2016-02-02 18:47:10",NULL,NULL,NULL,...
...,"2017-03-27 22:40:34.554",...,USD,12477,12477,12477,0,1,1,0,1,2806-4451,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:40:36.463",...,USD,11228,11228,11228,0,0,0,0,0,NULL,"2016-02-02 18:47:34",NULL,NULL,NULL,...
...,"2017-03-27 22:40:36.666",...,USD,11228,11228,11228,0,1,1,0,1,2197-5792,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:40:40.889",...,USD,13782,13782,13782,0,0,0,0,0,NULL,"2016-02-03 18:46:49",NULL,NULL,NULL,...
...,"2017-03-27 22:40:41.160",...,USD,13782,13782,13782,0,1,1,0,1,2908-1315,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:40:42.646",...,USD,16783,16783,16783,0,0,0,0,0,NULL,"2016-02-03 18:47:12",NULL,NULL,NULL,...
...,"2017-03-27 22:40:43.057",...,USD,16783,16783,16783,0,1,1,0,1,2641-1020,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:40:50.025",...,USD,18561,18561,18561,0,0,0,0,0,NULL,"2016-02-04 18:47:07",NULL,NULL,NULL,...
...,"2017-03-27 22:40:50.724",...,USD,18561,18561,18561,0,0,0,0,1,NULL,"2016-02-07 17:47:16",NULL,NULL,NULL,...
...,"2017-03-27 22:41:03.500",...,USD,18561,18561,18561,0,1,1,0,1,2721-0313,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:40:52.617",...,USD,17463,17463,17463,0,0,0,0,0,NULL,"2016-02-04 18:47:29",NULL,NULL,NULL,...
...,"2017-03-27 22:40:52.909",...,USD,17463,17463,17463,0,1,1,0,1,2032-6699,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:41:06.378",...,USD,12361,12361,12361,0,0,0,0,0,NULL,"2016-02-05 18:47:09",NULL,NULL,NULL,...
...,"2017-03-27 22:41:06.773",...,USD,12361,12361,12361,0,1,1,0,1,2934-8162,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:41:08.362",...,USD,8829,8829,8829,0,0,0,0,0,NULL,"2016-02-05 18:47:37",NULL,NULL,NULL,...
...,"2017-03-27 22:41:08.463",...,USD,8829,8829,8829,0,1,1,0,1,2677-8803,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:41:12.113",...,USD,12842,12842,12842,0,0,0,0,0,NULL,"2016-02-06 18:47:03",NULL,NULL,NULL,...
...,"2017-03-27 22:41:12.581",...,USD,12842,12842,12842,0,1,1,0,1,2175-3775,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:41:15.419",...,USD,5032,5032,5032,0,0,0,0,0,NULL,"2016-02-06 18:47:38",NULL,NULL,NULL,...
...,"2017-03-27 22:41:15.497",...,USD,5032,5032,5032,0,1,1,0,1,2129-9293,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:41:17.560",...,USD,6276,6276,6276,0,0,0,0,0,NULL,"2016-02-07 18:46:51",NULL,NULL,NULL,...
...,"2017-03-27 22:41:17.863",...,USD,6276,6276,6276,0,1,1,0,1,2317-4493,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:41:18.848",...,USD,9740,9740,9740,0,0,0,0,0,NULL,"2016-02-07 18:47:05",NULL,NULL,NULL,...
...,"2017-03-27 22:41:18.949",...,USD,9740,9740,9740,0,1,1,0,1,2536-0441,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:41:21.208",...,USD,616,616,616,0,0,0,0,0,NULL,"2016-02-08 18:46:36",NULL,NULL,NULL,...
...,"2017-03-27 22:41:21.243",...,USD,616,616,616,0,1,1,0,1,2652-0581,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:41:21.670",...,USD,3241,3241,3241,0,0,0,0,0,NULL,"2016-02-08 18:46:49",NULL,NULL,NULL,...
...,"2017-03-27 22:41:21.705",...,USD,3241,3241,3241,0,1,1,0,1,2802-3826,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:41:23.936",...,USD,10422,10422,10422,0,0,0,0,0,NULL,"2016-02-09 18:46:59",NULL,NULL,NULL,...
...,"2017-03-27 22:41:24.421",...,USD,10422,10422,10422,0,1,1,0,1,2483-4731,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:41:26.923",...,USD,6408,6408,6408,0,0,0,0,0,NULL,"2016-02-09 18:47:43",NULL,NULL,NULL,...
...,"2017-03-27 22:41:26.993",...,USD,6408,6408,6408,0,1,1,0,1,2736-8716,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:41:28.787",...,USD,10952,10952,10952,0,0,0,0,0,NULL,"2016-02-10 18:46:44",NULL,NULL,NULL,...
...,"2017-03-27 22:41:29.214",...,USD,10952,10952,10952,0,1,1,0,1,2135-4924,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:41:32.298",...,USD,7909,7909,7909,0,0,0,0,0,NULL,"2016-02-10 18:47:27",NULL,NULL,NULL,...
...,"2017-03-27 22:41:32.391",...,USD,7909,7909,7909,0,1,1,0,1,2888-5316,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:41:35.589",...,USD,14810,14810,14810,0,0,0,0,0,NULL,"2016-02-11 18:46:46",NULL,NULL,NULL,...
...,"2017-03-27 22:41:36.098",...,USD,14810,14810,14810,0,1,1,0,1,2638-7521,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:41:37.562",...,USD,7274,7274,7274,0,0,0,0,0,NULL,"2016-02-11 18:47:06",NULL,NULL,NULL,...
...,"2017-03-27 22:41:37.660",...,USD,7274,7274,7274,0,1,1,0,1,2161-1006,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:41:43.183",...,USD,12839,12839,12839,0,0,0,0,0,NULL,"2016-02-12 18:46:41",NULL,NULL,NULL,...
...,"2017-03-27 22:41:43.671",...,USD,12839,12839,12839,0,1,1,0,1,2822-4690,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:41:45.788",...,USD,6877,6877,6877,0,0,0,0,0,NULL,"2016-02-12 18:47:10",NULL,NULL,NULL,...
...,"2017-03-27 22:41:45.886",...,USD,6877,6877,6877,0,1,1,0,1,2028-8124,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:41:49.901",...,USD,17287,17287,17287,0,0,0,0,0,NULL,"2016-02-13 18:46:44",NULL,NULL,NULL,...
...,"2017-03-27 22:41:50.571",...,USD,17287,17287,17287,0,1,1,0,1,2410-7443,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:41:54.489",...,USD,7030,7030,7030,0,0,0,0,0,NULL,"2016-02-13 18:47:39",NULL,NULL,NULL,...
...,"2017-03-27 22:41:54.584",...,USD,7030,7030,7030,0,1,1,0,1,2844-2062,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:41:58.079",...,USD,16913,16913,16913,0,0,0,0,0,NULL,"2016-02-14 18:46:45",NULL,NULL,NULL,...
...,"2017-03-27 22:41:58.592",...,USD,16913,16913,16913,0,1,1,0,1,2991-0846,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:42:00.978",...,USD,2621,2621,2621,0,0,0,0,0,NULL,"2016-02-14 18:47:20",NULL,NULL,NULL,...
...,"2017-03-27 22:42:01.021",...,USD,2621,2621,2621,0,1,1,0,1,2129-1797,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:42:01.611",...,USD,1030,1030,1030,0,0,0,0,0,NULL,"2016-02-15 18:46:19",NULL,NULL,NULL,...
...,"2017-03-27 22:42:01.655",...,USD,1030,1030,1030,0,1,1,0,1,2148-7739,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:42:02.396",...,USD,3379,3379,3379,0,0,0,0,0,NULL,"2016-02-16 18:46:16",NULL,NULL,NULL,...
...,"2017-03-27 22:42:02.483",...,USD,3379,3379,3379,0,1,1,0,1,2496-6892,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:42:02.960",...,USD,950,950,950,0,0,0,0,0,NULL,"2016-02-16 18:46:25",NULL,NULL,NULL,...
...,"2017-03-27 22:42:02.986",...,USD,950,950,950,0,1,1,0,1,2896-4939,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:42:04.312",...,USD,18622,18622,18622,0,0,0,0,0,NULL,"2016-02-17 18:46:19",NULL,NULL,NULL,...
...,"2017-03-27 22:42:04.561",...,USD,18622,18622,18622,0,1,1,0,1,2755-0438,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:42:08.916",...,USD,20540,20540,20540,0,0,0,0,0,NULL,"2016-02-17 18:47:21",NULL,NULL,NULL,...
...,"2017-03-27 22:42:09.589",...,USD,20540,20540,20540,0,1,1,0,1,2142-8975,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:42:17.141",...,USD,20918,20918,20918,0,0,0,0,0,NULL,"2016-02-18 18:46:51",NULL,NULL,NULL,...
...,"2017-03-27 22:42:17.850",...,USD,20918,20918,20918,0,1,1,0,1,2170-1745,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:42:19.706",...,USD,12021,12021,12021,0,0,0,0,0,NULL,"2016-02-18 18:47:12",NULL,NULL,NULL,...
...,"2017-03-27 22:42:19.947",...,USD,12021,12021,12021,0,1,1,0,1,2445-7098,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:42:25.254",...,USD,24942,24942,24942,0,0,0,0,0,NULL,"2016-02-19 18:46:36",NULL,NULL,NULL,...
...,"2017-03-27 22:42:25.899",...,USD,24942,24942,24942,0,1,1,0,1,2229-5973,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:42:28.114",...,USD,9584,9584,9584,0,0,0,0,0,NULL,"2016-02-19 18:46:56",NULL,NULL,NULL,...
...,"2017-03-27 22:42:28.332",...,USD,9584,9584,9584,0,1,1,0,1,2189-0111,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:42:33.934",...,USD,5640,5640,5640,0,0,0,0,0,NULL,"2016-02-20 18:46:28",NULL,NULL,NULL,...
...,"2017-03-27 22:42:34.019",...,USD,5640,5640,5640,0,1,1,0,1,2625-7876,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:42:35.137",...,USD,11894,11894,11894,0,0,0,0,0,NULL,"2016-02-20 18:46:48",NULL,NULL,NULL,...
...,"2017-03-27 22:42:35.528",...,USD,11894,11894,11894,0,1,1,0,1,2584-2718,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:42:40.959",...,USD,9901,9901,9901,0,0,0,0,0,NULL,"2016-02-21 18:46:25",NULL,NULL,NULL,...
...,"2017-03-27 22:42:41.362",...,USD,9901,9901,9901,0,1,1,0,1,2275-3691,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:42:42.673",...,USD,3425,3425,3425,0,0,0,0,0,NULL,"2016-02-21 18:46:41",NULL,NULL,NULL,...
...,"2017-03-27 22:42:42.742",...,USD,3425,3425,3425,0,1,1,0,1,2082-3539,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:42:45.319",...,USD,610,610,610,0,0,0,0,0,NULL,"2016-02-22 18:45:58",NULL,NULL,NULL,...
...,"2017-03-27 22:42:45.818",...,USD,610,610,610,0,1,1,0,1,2137-9249,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:42:45.671",...,USD,1762,1762,1762,0,0,0,0,0,NULL,"2016-02-22 18:46:09",NULL,NULL,NULL,...
...,"2017-03-27 22:42:45.722",...,USD,1762,1762,1762,0,1,1,0,1,2700-1070,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:42:49.242",...,USD,13380,13380,13380,0,0,0,0,0,NULL,"2016-02-23 18:46:31",NULL,NULL,NULL,...
...,"2017-03-27 22:42:49.710",...,USD,13380,13380,13380,0,1,1,0,1,2174-9038,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:42:50.861",...,USD,4997,4997,4997,0,0,0,0,0,NULL,"2016-02-23 18:46:41",NULL,NULL,NULL,...
...,"2017-03-27 22:42:50.930",...,USD,4997,4997,4997,0,1,1,0,1,2845-8656,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:42:56.025",...,USD,18530,18530,18530,0,0,0,0,0,NULL,"2016-02-24 18:46:24",NULL,NULL,NULL,...
...,"2017-03-27 22:42:56.614",...,USD,18530,18530,18530,0,1,1,0,1,2447-4749,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:42:58.754",...,USD,8663,8663,8663,0,0,0,0,0,NULL,"2016-02-24 18:46:56",NULL,NULL,NULL,...
...,"2017-03-27 22:42:58.961",...,USD,8663,8663,8663,0,1,1,0,1,2489-7062,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:43:01.845",...,USD,1900,1900,1900,0,0,0,0,0,NULL,"2016-02-25 17:37:28","2016-01-25 16:11:51","2016-02-25 16:11:51",NULL,...
...,"2017-03-27 22:43:08.808",...,USD,1900,1900,1900,0,1,1,0,1,2734-2212,NULL,"2016-01-25 16:11:51","2016-02-25 16:11:51",NULL,...
...,"2017-03-27 22:43:04.067",...,USD,12716,12716,12716,0,0,0,0,0,NULL,"2016-02-25 18:46:33",NULL,NULL,NULL,...
...,"2017-03-27 22:43:04.519",...,USD,12716,12716,12716,0,1,1,0,1,2821-1978,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:43:06.917",...,USD,6825,6825,6825,0,0,0,0,0,NULL,"2016-02-25 18:47:11",NULL,NULL,NULL,...
...,"2017-03-27 22:43:07.012",...,USD,6825,6825,6825,0,1,1,0,1,2282-2777,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:43:13.039",...,USD,11609,11609,11609,0,0,0,0,0,NULL,"2016-02-26 18:46:37",NULL,NULL,NULL,...
...,"2017-03-27 22:43:13.547",...,USD,11609,11609,11609,0,1,1,0,1,2656-3885,NULL,NULL,NULL,NULL,...
...,"2017-03-27 22:43:15.527",...,USD,3896,3896,3896,0,0,0,0,0,NULL,"2016-02-26 18:47:11",NULL,NULL,NULL,...
...,"2017-03-27 22:43:15.589",...,USD,3896,3896,3896,0,1,1,0,1,2654-5705,NULL,NULL,NULL,NULL,...
