fk_r_billing_engine_ref_cd,x_invoice_id,sk_id,fk_r_revenue_source_ref_cd,fk_x_billing_account_hub_id,fk_x_subscription_hub_id,fk_s_change_context_id_cr,created_at,updated_at,x_created_at,fk_s_change_context_id_dl,deleted_at
STRIPE,in_17qCk6HiCtHGC78FlMyBJSNy,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:26.291","2017-03-27 22:45:26.607","2016-03-17 18:49:34",NULL,NULL
STRIPE,in_17qCkQHiCtHGC78FjFwfyulv,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:28.149","2017-03-27 22:45:28.452","2016-03-17 18:49:54",NULL,NULL
STRIPE,in_17qStRHiCtHGC78FwyRXHj5F,...,PRIMARY,...,...,...,"2017-03-27 22:45:33.512","2017-03-27 22:45:33.515","2016-03-18 12:04:17",NULL,NULL
STRIPE,in_17qZDjHiCtHGC78FxBd8UqGt,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:35.066","2017-03-27 22:45:35.614","2016-03-18 18:49:39",NULL,NULL
STRIPE,in_17qZEZHiCtHGC78Frce7UGt1,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:39.676","2017-03-27 22:45:40.168","2016-03-18 18:50:31",NULL,NULL
STRIPE,in_17rrYaHiCtHGC78Fv7vqB7Ky,...,PRIMARY,...,...,...,"2017-03-27 22:45:43.819","2017-03-27 22:45:43.821","2016-03-22 08:36:32",NULL,NULL
STRIPE,in_17sxjAHiCtHGC78F5KaXMLf4,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:49.576","2017-03-27 22:45:50.368","2016-03-25 09:24:00",NULL,NULL
STRIPE,in_17sxjdHiCtHGC78F4hZUhNvw,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:52.630","2017-03-27 22:45:53.055","2016-03-25 09:24:29",NULL,NULL
STRIPE,in_17sxlTHiCtHGC78FmNm0wIcH,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:59.809","2017-03-27 22:46:00.203","2016-03-25 09:26:23",NULL,NULL
STRIPE,in_17sxmHHiCtHGC78FaWZdFpWN,...,SHIPPING,...,NULL,...,"2017-03-27 22:46:02.931","2017-03-27 22:46:03.269","2016-03-25 09:27:13",NULL,NULL
STRIPE,in_17sxmnHiCtHGC78F8ZmvNMrm,...,SHIPPING,...,NULL,...,"2017-03-27 22:46:04.988","2017-03-27 22:46:05.017","2016-03-25 09:27:45",NULL,NULL
STRIPE,in_17sxntHiCtHGC78FhRkf63Gz,...,SHIPPING,...,NULL,...,"2017-03-27 22:46:09.447","2017-03-27 22:46:10.116","2016-03-25 09:28:53",NULL,NULL
STRIPE,in_17sxoHHiCtHGC78FJ1JUNVqE,...,SHIPPING,...,NULL,...,"2017-03-27 22:46:12.447","2017-03-27 22:46:12.857","2016-03-25 09:29:17",NULL,NULL
STRIPE,in_17sxqPHiCtHGC78FNyLNvuq9,...,SHIPPING,...,NULL,...,"2017-03-27 22:46:19.877","2017-03-27 22:46:20.532","2016-03-25 09:31:29",NULL,NULL
STRIPE,in_17sxrEHiCtHGC78FFhcTs6Zc,...,SHIPPING,...,NULL,...,"2017-03-27 22:46:24.422","2017-03-27 22:46:25.154","2016-03-25 09:32:20",NULL,NULL
STRIPE,in_17sxt5HiCtHGC78Ft6gplONx,...,SHIPPING,...,NULL,...,"2017-03-27 22:46:32.227","2017-03-27 22:46:32.652","2016-03-25 09:34:15",NULL,NULL
STRIPE,in_17sxtWHiCtHGC78FB6aOIVNj,...,SHIPPING,...,NULL,...,"2017-03-27 22:46:34.615","2017-03-27 22:46:35.084","2016-03-25 09:34:42",NULL,NULL
STRIPE,in_17t5KXHiCtHGC78FfhfUP0jO,...,PRIMARY,...,...,...,"2017-03-27 22:46:39.917","2017-03-27 22:46:39.952","2016-03-25 17:31:05",NULL,NULL
STRIPE,in_17t6Z8HiCtHGC78F8NKiQsHR,...,SHIPPING,...,NULL,...,"2017-03-27 22:46:40.823","2017-03-27 22:46:41.151","2016-03-25 18:50:14",NULL,NULL
STRIPE,in_17t6ZdHiCtHGC78F138fqEqP,...,SHIPPING,...,NULL,...,"2017-03-27 22:46:43.406","2017-03-27 22:46:43.742","2016-03-25 18:50:45",NULL,NULL
STRIPE,in_17tT2oHiCtHGC78FP6BXfFzK,...,SHIPPING,...,NULL,...,"2017-03-27 22:46:48.305","2017-03-27 22:46:48.683","2016-03-26 18:50:22",NULL,NULL
STRIPE,in_17tT3NHiCtHGC78F9jI2mx4Y,...,SHIPPING,...,NULL,...,"2017-03-27 22:46:51.246","2017-03-27 22:46:54.987","2016-03-26 18:50:57",NULL,NULL
STRIPE,in_17tpWHHiCtHGC78F5UJrJMJT,...,SHIPPING,...,NULL,...,"2017-03-27 22:46:57.421","2017-03-27 22:46:57.963","2016-03-27 18:50:17",NULL,NULL
STRIPE,in_17tpWuHiCtHGC78F2ANqxpuq,...,SHIPPING,...,NULL,...,"2017-03-27 22:47:00.463","2017-03-27 22:47:00.559","2016-03-27 18:50:56",NULL,NULL
STRIPE,in_17uBzZHiCtHGC78FmEYt52Lz,...,SHIPPING,...,NULL,...,"2017-03-27 22:47:02.923","2017-03-27 22:47:02.969","2016-03-28 18:50:01",NULL,NULL
STRIPE,in_17uYTmHiCtHGC78FFLgYfzq9,...,SHIPPING,...,NULL,...,"2017-03-27 22:47:06.134","2017-03-27 22:47:06.693","2016-03-29 18:50:42",NULL,NULL
STRIPE,in_17uYUEHiCtHGC78Fg8nVucRn,...,SHIPPING,...,NULL,...,"2017-03-27 22:47:09.059","2017-03-27 22:47:09.530","2016-03-29 18:51:10",NULL,NULL
STRIPE,in_17uux5HiCtHGC78FOTTSDS92,...,SHIPPING,...,NULL,...,"2017-03-27 22:47:15.231","2017-03-27 22:47:15.851","2016-03-30 18:50:27",NULL,NULL
STRIPE,in_17uuyCHiCtHGC78FAJiBKmbi,...,SHIPPING,...,NULL,...,"2017-03-27 22:47:20.798","2017-03-27 22:47:21.200","2016-03-30 18:51:36",NULL,NULL
STRIPE,in_17vHQTHiCtHGC78FW5qfNCDd,...,SHIPPING,...,NULL,...,"2017-03-27 22:47:27.657","2017-03-27 22:47:28.216","2016-03-31 18:50:17",NULL,NULL
STRIPE,in_17vHR7HiCtHGC78FRTkvFGRr,...,SHIPPING,...,NULL,...,"2017-03-27 22:47:31.083","2017-03-27 22:47:31.619","2016-03-31 18:50:57",NULL,NULL
STRIPE,in_17vdtrHiCtHGC78FMFGfxFL0,...,SHIPPING,...,NULL,...,"2017-03-27 22:47:39.065","2017-03-27 22:47:39.661","2016-04-01 18:50:07",NULL,NULL
STRIPE,in_17vdudHiCtHGC78F26VKP0Ff,...,SHIPPING,...,NULL,...,"2017-03-27 22:47:42.722","2017-03-27 22:47:43.151","2016-04-01 18:50:55",NULL,NULL
STRIPE,in_17w0NUHiCtHGC78FDEznKTC4,...,SHIPPING,...,NULL,...,"2017-03-27 22:47:50.220","2017-03-27 22:47:50.686","2016-04-02 18:50:12",NULL,NULL
STRIPE,in_17w0O3HiCtHGC78Ff1Zc6QL0,...,SHIPPING,...,NULL,...,"2017-03-27 22:47:53.306","2017-03-27 22:47:53.634","2016-04-02 18:50:47",NULL,NULL
STRIPE,in_17wMqkHiCtHGC78FbKCfw5L4,...,SHIPPING,...,NULL,...,"2017-03-27 22:47:58.845","2017-03-27 22:47:59.090","2016-04-03 18:49:54",NULL,NULL
STRIPE,in_17wMqyHiCtHGC78FE8pL0PN2,...,SHIPPING,...,NULL,...,"2017-03-27 22:48:00.009","2017-03-27 22:48:00.356","2016-04-03 18:50:08",NULL,NULL
STRIPE,in_17wwFgHiCtHGC78FScJxCaxS,...,PRIMARY,...,...,...,"2017-03-27 22:48:03.862","2017-03-27 22:48:04.602","2016-04-05 08:38:00",NULL,NULL
STRIPE,in_17x5nuHiCtHGC78F1CA5tqQZ,...,SHIPPING,...,NULL,...,"2017-03-27 22:48:07.569","2017-03-27 22:48:08.064","2016-04-05 18:49:58",NULL,NULL
STRIPE,in_17x5oMHiCtHGC78FWODTOJWp,...,SHIPPING,...,NULL,...,"2017-03-27 22:48:10.011","2017-03-27 22:48:10.424","2016-04-05 18:50:26",NULL,NULL
STRIPE,in_17xSHMHiCtHGC78FOcuXwAFp,...,SHIPPING,...,NULL,...,"2017-03-27 22:48:17.812","2017-03-27 22:48:18.174","2016-04-06 18:49:52",NULL,NULL
STRIPE,in_17xSHuHiCtHGC78FyF93pW9G,...,SHIPPING,...,NULL,...,"2017-03-27 22:48:20.501","2017-03-27 22:48:21.099","2016-04-06 18:50:26",NULL,NULL
STRIPE,in_17xolCHiCtHGC78FJANnRCWM,...,SHIPPING,...,NULL,...,"2017-03-27 22:48:28.143","2017-03-27 22:48:28.518","2016-04-07 18:50:10",NULL,NULL
STRIPE,in_17xolgHiCtHGC78FbJTdGdu0,...,SHIPPING,...,NULL,...,"2017-03-27 22:48:30.567","2017-03-27 22:48:31.030","2016-04-07 18:50:40",NULL,NULL
STRIPE,in_17yBETHiCtHGC78FApt5pExJ,...,SHIPPING,...,NULL,...,"2017-03-27 22:48:38.173","2017-03-27 22:48:39.230","2016-04-08 18:49:53",NULL,NULL
STRIPE,in_17yBEsHiCtHGC78FZgPB2GAk,...,SHIPPING,...,NULL,...,"2017-03-27 22:48:41.246","2017-03-27 22:48:41.592","2016-04-08 18:50:18",NULL,NULL
STRIPE,in_17yXi2HiCtHGC78FSejN5ESi,...,SHIPPING,...,NULL,...,"2017-03-27 22:48:48.187","2017-03-27 22:48:52.553","2016-04-09 18:49:54",NULL,NULL
STRIPE,in_17yXiXHiCtHGC78FFCdzr6g0,...,SHIPPING,...,NULL,...,"2017-03-27 22:48:50.014","2017-03-27 22:48:50.388","2016-04-09 18:50:25",NULL,NULL
STRIPE,in_17yuBVHiCtHGC78F8tXks7k7,...,SHIPPING,...,NULL,...,"2017-03-27 22:48:58.016","2017-03-27 22:48:58.382","2016-04-10 18:49:49",NULL,NULL
STRIPE,in_17yuC5HiCtHGC78Fqh4bx1JN,...,SHIPPING,...,NULL,...,"2017-03-27 22:49:00.194","2017-03-27 22:49:00.453","2016-04-10 18:50:25",NULL,NULL
STRIPE,in_17zGedHiCtHGC78FmSR2qURK,...,SHIPPING,...,NULL,...,"2017-03-27 22:49:03.755","2017-03-27 22:49:03.785","2016-04-11 18:49:23",NULL,NULL
STRIPE,in_17zGehHiCtHGC78FWygmf6lj,...,SHIPPING,...,NULL,...,"2017-03-27 22:49:03.946","2017-03-27 22:49:03.994","2016-04-11 18:49:27",NULL,NULL
STRIPE,in_17zd8cHiCtHGC78FY6A2za1A,...,SHIPPING,...,NULL,...,"2017-03-27 22:49:07.052","2017-03-27 22:49:07.857","2016-04-12 18:49:50",NULL,NULL
STRIPE,in_17zd9RHiCtHGC78FRQZtyjAw,...,SHIPPING,...,NULL,...,"2017-03-27 22:49:11.428","2017-03-27 22:49:12.042","2016-04-12 18:50:41",NULL,NULL
STRIPE,in_17zqyRHiCtHGC78F0UCsS8xo,...,PRIMARY,...,...,...,"2017-03-27 22:49:18.705","2017-03-27 22:49:18.708","2016-04-13 09:36:15",NULL,NULL
STRIPE,in_17zzc0HiCtHGC78FPMn1q7Fa,...,SHIPPING,...,NULL,...,"2017-03-27 22:49:20.308","2017-03-27 22:49:20.847","2016-04-13 18:49:40",NULL,NULL
STRIPE,in_17zzchHiCtHGC78FJRbFgMZM,...,SHIPPING,...,NULL,...,"2017-03-27 22:49:23.826","2017-03-27 22:49:24.440","2016-04-13 18:50:23",NULL,NULL
STRIPE,in_180M5sHiCtHGC78FkKtKHeVk,...,SHIPPING,...,NULL,...,"2017-03-27 22:49:34.992","2017-03-27 22:49:35.563","2016-04-14 18:50:00",NULL,NULL
STRIPE,in_180M6bHiCtHGC78FeR5Lr7bK,...,SHIPPING,...,NULL,...,"2017-03-27 22:49:38.337","2017-03-27 22:49:38.868","2016-04-14 18:50:45",NULL,NULL
STRIPE,in_180iZBHiCtHGC78FFF485iIN,...,SHIPPING,...,NULL,...,"2017-03-27 22:49:46.675","2017-03-27 22:49:47.586","2016-04-15 18:49:45",NULL,NULL
STRIPE,in_180iaBHiCtHGC78FzhCJYbEC,...,SHIPPING,...,NULL,...,"2017-03-27 22:49:51.571","2017-03-27 22:49:52.294","2016-04-15 18:50:47",NULL,NULL
STRIPE,in_18152cHiCtHGC78Fn1gQapnx,...,SHIPPING,...,NULL,...,"2017-03-27 22:50:00.093","2017-03-27 22:50:00.649","2016-04-16 18:49:38",NULL,NULL
STRIPE,in_18153HHiCtHGC78FDrgI6qKS,...,SHIPPING,...,NULL,...,"2017-03-27 22:50:03.769","2017-03-27 22:50:04.450","2016-04-16 18:50:19",NULL,NULL
STRIPE,in_181RVyHiCtHGC78FpulCfGQX,...,SHIPPING,...,NULL,...,"2017-03-27 22:50:10.747","2017-03-27 22:50:11.189","2016-04-17 18:49:26",NULL,NULL
STRIPE,in_181RWMHiCtHGC78FchwzvXgf,...,SHIPPING,...,NULL,...,"2017-03-27 22:50:12.836","2017-03-27 22:50:13.178","2016-04-17 18:49:50",NULL,NULL
STRIPE,in_181nzKHiCtHGC78Fcgbth0KO,...,SHIPPING,...,NULL,...,"2017-03-27 22:50:17.760","2017-03-27 22:50:17.830","2016-04-18 18:49:14",NULL,NULL
STRIPE,in_181nzPHiCtHGC78FeHEDWfxU,...,SHIPPING,...,NULL,...,"2017-03-27 22:50:18.059","2017-03-27 22:50:18.106","2016-04-18 18:49:19",NULL,NULL
STRIPE,in_182ATYHiCtHGC78Fu1yVYykX,...,SHIPPING,...,NULL,...,"2017-03-27 22:50:22.600","2017-03-27 22:50:23.369","2016-04-19 18:49:56",NULL,NULL
STRIPE,in_182AULHiCtHGC78FRTj3ojzf,...,SHIPPING,...,NULL,...,"2017-03-27 22:50:26.458","2017-03-27 22:50:27.090","2016-04-19 18:50:45",NULL,NULL
STRIPE,in_182WwuHiCtHGC78FF2qX9axw,...,SHIPPING,...,NULL,...,"2017-03-27 22:50:36.563","2017-03-27 22:50:37.397","2016-04-20 18:49:44",NULL,NULL
STRIPE,in_182WxbHiCtHGC78FJHq4hicO,...,SHIPPING,...,NULL,...,"2017-03-27 22:50:40.750","2017-03-27 22:50:41.296","2016-04-20 18:50:27",NULL,NULL
STRIPE,in_182tQ5HiCtHGC78FB2niF3eR,...,SHIPPING,...,NULL,...,"2017-03-27 22:50:49.284","2017-03-27 22:50:49.854","2016-04-21 18:49:21",NULL,NULL
STRIPE,in_182tQrHiCtHGC78FpW1uDRPk,...,SHIPPING,...,NULL,...,"2017-03-27 22:50:53.864","2017-03-27 22:50:54.350","2016-04-21 18:50:09",NULL,NULL
STRIPE,in_183FtlHiCtHGC78FBrnxwfiC,...,SHIPPING,...,NULL,...,"2017-03-27 22:51:03.164","2017-03-27 22:51:03.920","2016-04-22 18:49:29",NULL,NULL
STRIPE,in_183Fu7HiCtHGC78FQuj7puhD,...,SHIPPING,...,NULL,...,"2017-03-27 22:51:06.016","2017-03-27 22:51:06.367","2016-04-22 18:49:51",NULL,NULL
STRIPE,in_183cN4HiCtHGC78Fq1GbD3T1,...,SHIPPING,...,NULL,...,"2017-03-27 22:51:14.792","2017-03-27 22:51:15.256","2016-04-23 18:49:14",NULL,NULL
STRIPE,in_183cNfHiCtHGC78Fjlm231Ob,...,SHIPPING,...,NULL,...,"2017-03-27 22:51:17.854","2017-03-27 22:51:18.407","2016-04-23 18:49:51",NULL,NULL
STRIPE,in_183yqWHiCtHGC78FLeg8uGGi,...,SHIPPING,...,NULL,...,"2017-03-27 22:51:26.268","2017-03-27 22:51:26.591","2016-04-24 18:49:08",NULL,NULL
STRIPE,in_183yr9HiCtHGC78Fm9pvQOKv,...,SHIPPING,...,NULL,...,"2017-03-27 22:51:29.085","2017-03-27 22:51:29.332","2016-04-24 18:49:47",NULL,NULL
STRIPE,in_184JqPHiCtHGC78FeWs2xv6h,...,PRIMARY,...,...,...,"2017-03-27 22:51:32.503","2017-03-27 22:51:32.538","2016-04-25 17:14:25",NULL,NULL
STRIPE,in_184LJoHiCtHGC78Fx9PA5QaP,...,SHIPPING,...,NULL,...,"2017-03-27 22:51:32.672","2017-03-27 22:51:32.708","2016-04-25 18:48:52",NULL,NULL
STRIPE,in_184LK1HiCtHGC78FibheC38T,...,SHIPPING,...,NULL,...,"2017-03-27 22:51:33.144","2017-03-27 22:51:33.173","2016-04-25 18:49:05",NULL,NULL
STRIPE,in_184hnwHiCtHGC78FrSzD1bgr,...,SHIPPING,...,NULL,...,"2017-03-27 22:51:36.346","2017-03-27 22:51:37.274","2016-04-26 18:49:28",NULL,NULL
STRIPE,in_184hoWHiCtHGC78FJQxds32i,...,SHIPPING,...,NULL,...,"2017-03-27 22:51:40.205","2017-03-27 22:51:40.730","2016-04-26 18:50:04",NULL,NULL
STRIPE,in_1854HKHiCtHGC78FQJxwmX61,...,SHIPPING,...,NULL,...,"2017-03-27 22:51:52.127","2017-03-27 22:51:52.937","2016-04-27 18:49:18",NULL,NULL
STRIPE,in_1854IUHiCtHGC78FjinotF1D,...,SHIPPING,...,NULL,...,"2017-03-27 22:51:58.161","2017-03-27 22:51:58.721","2016-04-27 18:50:30",NULL,NULL
STRIPE,in_185QkwHiCtHGC78FHP1t7AEq,...,SHIPPING,...,NULL,...,"2017-03-27 22:52:08.620","2017-03-27 22:52:09.156","2016-04-28 18:49:22",NULL,NULL
STRIPE,in_185QmCHiCtHGC78FP2Vp4gFX,...,SHIPPING,...,NULL,...,"2017-03-27 22:52:13.431","2017-03-27 22:52:13.813","2016-04-28 18:50:40",NULL,NULL
STRIPE,in_185nEYHiCtHGC78FYCdtDBRR,...,SHIPPING,...,NULL,...,"2017-03-27 22:52:20.808","2017-03-27 22:52:21.391","2016-04-29 18:49:26",NULL,NULL
STRIPE,in_185nF3HiCtHGC78Fl1DMevHy,...,SHIPPING,...,NULL,...,"2017-03-27 22:52:23.698","2017-03-27 22:52:24.046","2016-04-29 18:49:57",NULL,NULL
STRIPE,in_1869haHiCtHGC78FhVLGsMZf,...,SHIPPING,...,NULL,...,"2017-03-27 22:52:31.065","2017-03-27 22:52:35.751","2016-04-30 18:48:54",NULL,NULL
STRIPE,in_1869iDHiCtHGC78F5yKIWjDO,...,SHIPPING,...,NULL,...,"2017-03-27 22:52:33.320","2017-03-27 22:52:33.953","2016-04-30 18:49:33",NULL,NULL
STRIPE,in_186WAzHiCtHGC78Fe6Omj57x,...,SHIPPING,...,NULL,...,"2017-03-27 22:52:43.039","2017-03-27 22:52:43.296","2016-05-01 18:48:45",NULL,NULL
STRIPE,in_186WBLHiCtHGC78FQI1pLYoV,...,SHIPPING,...,NULL,...,"2017-03-27 22:52:44.725","2017-03-27 22:52:45.169","2016-05-01 18:49:07",NULL,NULL
STRIPE,in_186seQHiCtHGC78FpWYEAKWh,...,SHIPPING,...,NULL,...,"2017-03-27 22:52:51.180","2017-03-27 22:52:51.218","2016-05-02 18:48:38",NULL,NULL
STRIPE,in_186seTHiCtHGC78FhpYC0yNu,...,SHIPPING,...,NULL,...,"2017-03-27 22:52:51.317","2017-03-27 22:52:51.364","2016-05-02 18:48:41",NULL,NULL
STRIPE,in_187F8JHiCtHGC78FrrIhA18Y,...,SHIPPING,...,NULL,...,"2017-03-27 22:52:53.595","2017-03-27 22:52:54.353","2016-05-03 18:48:59",NULL,NULL
STRIPE,in_187F8gHiCtHGC78FSUUZvQso,...,SHIPPING,...,NULL,...,"2017-03-27 22:52:56.521","2017-03-27 22:52:56.920","2016-05-03 18:49:22",NULL,NULL
STRIPE,in_187bbwHiCtHGC78FihJ0u6B6,...,SHIPPING,...,NULL,...,"2017-03-27 22:53:07.734","2017-03-27 22:53:08.167","2016-05-04 18:49:04",NULL,NULL
STRIPE,in_187bd1HiCtHGC78F3RTc1iFb,...,SHIPPING,...,NULL,...,"2017-03-27 22:53:12.976","2017-03-27 22:53:13.698","2016-05-04 18:50:11",NULL,NULL
STRIPE,in_187y5lHiCtHGC78FuqRCgKRC,...,SHIPPING,...,NULL,...,"2017-03-27 22:53:25.478","2017-03-27 22:53:26.063","2016-05-05 18:49:21",NULL,NULL
STRIPE,in_187y6CHiCtHGC78FBdJqtgFl,...,SHIPPING,...,NULL,...,"2017-03-27 22:53:27.737","2017-03-27 22:53:27.991","2016-05-05 18:49:48",NULL,NULL
STRIPE,in_18830GHiCtHGC78Fhuhl6E0s,...,PRIMARY,...,...,...,"2017-03-27 22:53:35.505","2017-03-27 22:53:35.606","2016-05-06 00:04:00",NULL,NULL
STRIPE,in_188KZ5HiCtHGC78FVMoQHxqs,...,SHIPPING,...,NULL,...,"2017-03-27 22:53:38.714","2017-03-27 22:53:39.359","2016-05-06 18:49:07",NULL,NULL
STRIPE,in_188KZSHiCtHGC78FoU59aGl5,...,SHIPPING,...,NULL,...,"2017-03-27 22:53:41.583","2017-03-27 22:53:41.934","2016-05-06 18:49:30",NULL,NULL
STRIPE,in_18AVRDHiCtHGC78FUi4f7I8m,...,SHIPPING,...,NULL,...,"2017-03-27 22:54:04.762","2017-03-27 22:54:07.013","2016-05-12 18:49:59",NULL,NULL
STRIPE,in_18AVTOHiCtHGC78Fndh46zlS,...,SHIPPING,...,NULL,...,"2017-03-27 22:54:18.862","2017-03-27 22:54:20.443","2016-05-12 18:52:14",NULL,NULL
STRIPE,in_18ArtKHiCtHGC78Fyiza9SpM,...,SHIPPING,...,NULL,...,"2017-03-27 22:55:03.788","2017-03-27 22:55:04.271","2016-05-13 18:48:30",NULL,NULL
STRIPE,in_18ArufHiCtHGC78FhVXQ94Gx,...,SHIPPING,...,NULL,...,"2017-03-27 22:55:10.668","2017-03-27 22:55:10.929","2016-05-13 18:49:53",NULL,NULL
STRIPE,in_18BEMsHiCtHGC78FS080Bhor,...,SHIPPING,...,NULL,...,"2017-03-27 22:55:18.091","2017-03-27 22:55:18.533","2016-05-14 18:48:30",NULL,NULL
STRIPE,in_18BENjHiCtHGC78Ffi4Uy37D,...,SHIPPING,...,NULL,...,"2017-03-27 22:55:21.987","2017-03-27 22:55:22.364","2016-05-14 18:49:23",NULL,NULL
STRIPE,in_18BaqkHiCtHGC78FccssZoyC,...,SHIPPING,...,NULL,...,"2017-03-27 22:55:31.067","2017-03-27 22:55:31.336","2016-05-15 18:48:50",NULL,NULL
STRIPE,in_18Bar1HiCtHGC78FftPq0tgI,...,SHIPPING,...,NULL,...,"2017-03-27 22:55:32.703","2017-03-27 22:55:33.064","2016-05-15 18:49:07",NULL,NULL
STRIPE,in_18BxJYHiCtHGC78FN10rWJuy,...,SHIPPING,...,NULL,...,"2017-03-27 22:55:37.702","2017-03-27 22:55:37.740","2016-05-16 18:48:04",NULL,NULL
STRIPE,in_18BxJjHiCtHGC78FT2h3sFSA,...,SHIPPING,...,NULL,...,"2017-03-27 22:55:38.156","2017-03-27 22:55:38.204","2016-05-16 18:48:15",NULL,NULL
STRIPE,in_18CJngHiCtHGC78F2KulNfrv,...,SHIPPING,...,NULL,...,"2017-03-27 22:55:41.278","2017-03-27 22:55:41.969","2016-05-17 18:48:40",NULL,NULL
STRIPE,in_18CJonHiCtHGC78FvclZPdKv,...,SHIPPING,...,NULL,...,"2017-03-27 22:55:46.565","2017-03-27 22:55:47.296","2016-05-17 18:49:49",NULL,NULL
STRIPE,in_18CgH4HiCtHGC78FJ2QVlxKm,...,SHIPPING,...,NULL,...,"2017-03-27 22:56:08.654","2017-03-27 22:56:09.259","2016-05-18 18:48:30",NULL,NULL
STRIPE,in_18CgHgHiCtHGC78FOBdtEa8y,...,SHIPPING,...,NULL,...,"2017-03-27 22:56:12.274","2017-03-27 22:56:12.756","2016-05-18 18:49:08",NULL,NULL
STRIPE,in_18D2kiHiCtHGC78FCx01Tarr,...,SHIPPING,...,NULL,...,"2017-03-27 22:56:28.106","2017-03-27 22:56:28.546","2016-05-19 18:48:36",NULL,NULL
STRIPE,in_18D2lgHiCtHGC78FZe0tVX6r,...,SHIPPING,...,NULL,...,"2017-03-27 22:56:32.755","2017-03-27 22:56:33.393","2016-05-19 18:49:36",NULL,NULL
STRIPE,in_18DPEMHiCtHGC78FINZPhZ4j,...,SHIPPING,...,NULL,...,"2017-03-27 22:56:49.471","2017-03-27 22:56:49.897","2016-05-20 18:48:42",NULL,NULL
STRIPE,in_18DPGAHiCtHGC78Fklr7ASID,...,SHIPPING,...,NULL,...,"2017-03-27 22:56:58.402","2017-03-27 22:56:58.782","2016-05-20 18:50:34",NULL,NULL
STRIPE,in_18DlhMHiCtHGC78FUtpaYcTg,...,SHIPPING,...,NULL,...,"2017-03-27 22:57:05.401","2017-03-27 22:57:05.759","2016-05-21 18:48:08",NULL,NULL
STRIPE,in_18Dlk1HiCtHGC78FKkz9yS3Q,...,SHIPPING,...,NULL,...,"2017-03-27 22:57:16.894","2017-03-27 22:57:17.312","2016-05-21 18:50:53",NULL,NULL
STRIPE,in_18Ei7BHiCtHGC78FGUsOKQo7,...,SHIPPING,...,NULL,...,"2017-03-27 22:57:23.742","2017-03-27 22:57:24.134","2016-05-24 09:10:41",NULL,NULL
STRIPE,in_18Ei8vHiCtHGC78F7c0fZKVL,...,SHIPPING,...,NULL,...,"2017-03-27 22:57:30.992","2017-03-27 22:57:31.299","2016-05-24 09:12:29",NULL,NULL
STRIPE,in_18EiAJHiCtHGC78FON4KS8ud,...,SHIPPING,...,NULL,...,"2017-03-27 22:57:34.958","2017-03-27 22:57:35.013","2016-05-24 09:13:55",NULL,NULL
STRIPE,in_18Er8sHiCtHGC78FsqrpGrt9,...,SHIPPING,...,NULL,...,"2017-03-27 22:57:41.614","2017-03-27 22:57:42.197","2016-05-24 18:49:02",NULL,NULL
STRIPE,in_18Er9uHiCtHGC78F7yUw5Bsx,...,SHIPPING,...,NULL,...,"2017-03-27 22:57:46.876","2017-03-27 22:57:47.307","2016-05-24 18:50:06",NULL,NULL
STRIPE,in_18FCHOHiCtHGC78FZxT9DKtu,...,PRIMARY,...,...,...,"2017-03-27 22:57:57.145","2017-03-27 22:57:57.222","2016-05-25 17:23:14",NULL,NULL
STRIPE,in_18FDbpHiCtHGC78F5DUuvCoT,...,SHIPPING,...,NULL,...,"2017-03-27 22:57:59.437","2017-03-27 22:58:00.207","2016-05-25 18:48:25",NULL,NULL
STRIPE,in_18FDcQHiCtHGC78Fu7z8Vp5s,...,SHIPPING,...,NULL,...,"2017-03-27 22:58:02.753","2017-03-27 22:58:03.225","2016-05-25 18:49:02",NULL,NULL
STRIPE,in_18Fa5hHiCtHGC78FuhhDlwo0,...,SHIPPING,...,NULL,...,"2017-03-27 22:58:24.514","2017-03-27 22:58:25.032","2016-05-26 18:48:45",NULL,NULL
STRIPE,in_18Fa67HiCtHGC78FyLc4sq1G,...,SHIPPING,...,NULL,...,"2017-03-27 22:58:27.333","2017-03-27 22:58:27.769","2016-05-26 18:49:11",NULL,NULL
STRIPE,in_18FwYgHiCtHGC78FU58Jupkm,...,SHIPPING,...,NULL,...,"2017-03-27 22:58:39.452","2017-03-27 22:58:40.031","2016-05-27 18:48:10",NULL,NULL
STRIPE,in_18FwZOHiCtHGC78FNJtHAK8b,...,SHIPPING,...,NULL,...,"2017-03-27 22:58:42.314","2017-03-27 22:58:42.892","2016-05-27 18:48:54",NULL,NULL
STRIPE,in_18GJ23HiCtHGC78FSUb9yVoy,...,SHIPPING,...,NULL,...,"2017-03-27 22:58:57.716","2017-03-27 22:58:58.104","2016-05-28 18:47:59",NULL,NULL
STRIPE,in_18GJ48HiCtHGC78Fry3liFtr,...,SHIPPING,...,NULL,...,"2017-03-27 22:59:06.100","2017-03-27 22:59:06.727","2016-05-28 18:50:08",NULL,NULL
