fk_x_invoice_item_hub_id,created_at,fk_s_change_context_id,fk_x_currency_ref_cd,charge_amt,discountable_ind,proration_ind,period_start_at,period_end_at,description,row_hash
...,"2017-03-27 22:31:13.987",...,USD,1027,1,0,NULL,NULL,"UPS label: 1Z61897V0392653256",...
...,"2017-03-27 22:31:16.670",...,USD,1027,1,0,NULL,NULL,"UPS label: 1Z61897V0396959106",...
...,"2017-03-27 22:31:16.688",...,USD,266,1,0,NULL,NULL,"USPS label: 9400110897700034028812",...
...,"2017-03-27 22:31:16.708",...,USD,1027,1,0,NULL,NULL,"UPS label: 1Z61897V0392547148",...
...,"2017-03-27 22:31:16.727",...,USD,245,1,0,NULL,NULL,"USPS label: 9400110897700034055450",...
...,"2017-03-27 22:31:16.746",...,USD,924,1,0,NULL,NULL,"UPS label: 1Z61897V0391411125",...
...,"2017-03-27 22:31:16.764",...,USD,830,1,0,NULL,NULL,"UPS label: 1Z61897V0397340156",...
...,"2017-03-27 22:31:16.782",...,USD,245,1,0,NULL,NULL,"USPS label: 9400110897700034047226",...
...,"2017-03-27 22:31:16.802",...,USD,1027,1,0,NULL,NULL,"UPS label: 1Z61897V0393061116",...
...,"2017-03-27 22:31:16.820",...,USD,1837,1,0,NULL,NULL,"USPS label: 9461210200881760129962",...
...,"2017-03-27 22:31:16.839",...,USD,368,1,0,NULL,NULL,"USPS label: 9400110897700034198676",...
...,"2017-03-27 22:31:16.858",...,USD,390,1,0,NULL,NULL,"USPS label: 9400110897700034080254",...
...,"2017-03-27 22:31:16.876",...,USD,1081,1,0,NULL,NULL,"UPS label: 1Z61897V0390547348",...
...,"2017-03-27 22:31:16.896",...,USD,347,1,0,NULL,NULL,"USPS label: 9400110897700034251913",...
...,"2017-03-27 22:31:16.915",...,USD,1027,1,0,NULL,NULL,"UPS label: 1Z61897V0396147251",...
...,"2017-03-27 22:31:21.289",...,USD,245,1,0,NULL,NULL,"USPS label: 9400110897700034041354",...
...,"2017-03-27 22:31:21.307",...,USD,1504,1,0,NULL,NULL,"USPS label: 9405510200830876906795",...
...,"2017-03-27 22:31:21.325",...,USD,266,1,0,NULL,NULL,"USPS label: 9400110897700034034349",...
...,"2017-03-27 22:31:21.344",...,USD,245,1,0,NULL,NULL,"USPS label: 9400110897700034032376",...
...,"2017-03-27 22:31:21.364",...,USD,390,1,0,NULL,NULL,"USPS label: 9400110897700034140071",...
...,"2017-03-27 22:31:21.383",...,USD,245,1,0,NULL,NULL,"USPS label: 9400110897700034104141",...
...,"2017-03-27 22:31:21.401",...,USD,245,1,0,NULL,NULL,"USPS label: 9400110897700034079944",...
...,"2017-03-27 22:31:21.419",...,USD,266,1,0,NULL,NULL,"USPS label: 9400110897700034159844",...
...,"2017-03-27 22:31:21.438",...,USD,266,1,0,NULL,NULL,"USPS label: 9400110897700034314960",...
...,"2017-03-27 22:31:21.456",...,USD,245,1,0,NULL,NULL,"USPS label: 9400110897700034177596",...
...,"2017-03-27 22:31:21.476",...,USD,924,1,0,NULL,NULL,"UPS label: 1Z61897V0399053034",...
...,"2017-03-27 22:31:21.494",...,USD,266,1,0,NULL,NULL,"USPS label: 9400110897700034264937",...
...,"2017-03-27 22:31:21.512",...,USD,266,1,0,NULL,NULL,"USPS label: 9400110897700034224962",...
...,"2017-03-27 22:31:21.530",...,USD,486,1,0,NULL,NULL,"USPS label: 9400110897700034223460",...
...,"2017-03-27 22:31:21.549",...,USD,245,1,0,NULL,NULL,"USPS label: 9400110897700034344899",...
...,"2017-03-27 22:31:21.567",...,USD,245,1,0,NULL,NULL,"USPS label: 9400110897700034280784",...
...,"2017-03-27 22:31:21.585",...,USD,347,1,0,NULL,NULL,"USPS label: 9400110897700034275919",...
...,"2017-03-27 22:31:21.604",...,USD,347,1,0,NULL,NULL,"USPS label: 9400110897700034412833",...
...,"2017-03-27 22:31:21.623",...,USD,245,1,0,NULL,NULL,"USPS label: 9400110897700034382495",...
...,"2017-03-27 22:31:21.642",...,USD,245,1,0,NULL,NULL,"USPS label: 9400110897700034369892",...
...,"2017-03-27 22:31:21.660",...,USD,245,1,0,NULL,NULL,"USPS label: 9400110897700034484038",...
...,"2017-03-27 22:31:21.679",...,USD,390,1,0,NULL,NULL,"USPS label: 9400110897700034475401",...
...,"2017-03-27 22:31:21.697",...,USD,1027,1,0,NULL,NULL,"UPS label: 1Z61897V0393003483",...
...,"2017-03-27 22:31:21.715",...,USD,1027,1,0,NULL,NULL,"UPS label: 1Z61897V0390451469",...
...,"2017-03-27 22:31:21.983",...,USD,486,1,0,NULL,NULL,"USPS label: 9400110897700034048063",...
...,"2017-03-27 22:31:22.002",...,USD,413,1,0,NULL,NULL,"USPS label: 9400110897700034069983",...
...,"2017-03-27 22:31:22.197",...,USD,245,1,0,NULL,NULL,"USPS label: 9400110897700034041163",...
...,"2017-03-27 22:31:22.217",...,USD,245,1,0,NULL,NULL,"USPS label: 9400110897700034041378",...
