fk_x_invoice_item_hub_id,created_at,fk_s_change_context_id,fk_x_currency_ref_cd,charge_amt,discountable_ind,proration_ind,period_start_at,period_end_at,description,row_hash
...,"2017-03-27 22:38:34.896",...,USD,244,1,0,NULL,NULL,"usps label: 9400110897700044990727",...
...,"2017-03-27 22:38:34.915",...,USD,486,1,0,NULL,NULL,"usps label: 9400110897700045567683",...
...,"2017-03-27 22:38:34.940",...,USD,255,1,0,NULL,NULL,"usps label: 9400110897700045199846",...
...,"2017-03-27 22:38:34.959",...,USD,325,1,0,NULL,NULL,"usps label: 9400110897700045568932",...
...,"2017-03-27 22:38:34.977",...,USD,255,1,0,NULL,NULL,"usps label: 9400110897700045869930",...
...,"2017-03-27 22:38:34.995",...,USD,368,1,0,NULL,NULL,"usps label: 9400110897700045782055",...
...,"2017-03-27 22:38:35.014",...,USD,282,1,0,NULL,NULL,"usps label: 9400110897700045914784",...
...,"2017-03-27 22:38:35.032",...,USD,325,1,0,NULL,NULL,"usps label: 9400110897700046051983",...
...,"2017-03-27 22:38:35.050",...,USD,244,1,0,NULL,NULL,"usps label: 9400110897700046034245",...
...,"2017-03-27 22:38:35.069",...,USD,266,1,0,NULL,NULL,"usps label: 9400110897700046196950",...
...,"2017-03-27 22:38:35.087",...,USD,303,1,0,NULL,NULL,"usps label: 9400110897700046068004",...
...,"2017-03-27 22:38:35.105",...,USD,266,1,0,NULL,NULL,"usps label: 9400110897700046214654",...
...,"2017-03-27 22:38:35.124",...,USD,255,1,0,NULL,NULL,"usps label: 9400110897700046206482",...
...,"2017-03-27 22:38:35.143",...,USD,282,1,0,NULL,NULL,"usps label: 9400110897700046273996",...
...,"2017-03-27 22:38:35.162",...,USD,266,1,0,NULL,NULL,"usps label: 9400110897700046274177",...
...,"2017-03-27 22:38:35.180",...,USD,255,1,0,NULL,NULL,"usps label: 9400110897700046370688",...
...,"2017-03-27 22:38:35.198",...,USD,244,1,0,NULL,NULL,"usps label: 9400110897700046366766",...
...,"2017-03-27 22:38:35.307",...,USD,255,1,0,NULL,NULL,"usps label: 9400110897700046319793",...
...,"2017-03-27 22:38:35.328",...,USD,244,1,0,NULL,NULL,"usps label: 9400110897700046349134",...
...,"2017-03-27 22:38:36.897",...,USD,1078,1,0,NULL,NULL,"usps label: 9405510200883903213359",...
...,"2017-03-27 22:38:36.916",...,USD,325,1,0,NULL,NULL,"usps label: 9400110897700044912163",...
...,"2017-03-27 22:38:36.934",...,USD,346,1,0,NULL,NULL,"usps label: 9400110897700045807802",...
...,"2017-03-27 22:38:36.952",...,USD,486,1,0,NULL,NULL,"usps label: 9400110897700045327485",...
...,"2017-03-27 22:38:36.971",...,USD,435,1,0,NULL,NULL,"usps label: 9400110897700045905881",...
...,"2017-03-27 22:38:36.989",...,USD,1503,1,0,NULL,NULL,"usps label: 9405510200828876063204",...
...,"2017-03-27 22:38:37.007",...,USD,1338,1,0,NULL,NULL,"usps label: 9405510200828875339041",...
...,"2017-03-27 22:38:37.026",...,USD,1078,1,0,NULL,NULL,"usps label: 9405510200881871382671",...
...,"2017-03-27 22:38:37.044",...,USD,435,1,0,NULL,NULL,"usps label: 9400110897700045520091",...
...,"2017-03-27 22:38:37.063",...,USD,1078,1,0,NULL,NULL,"usps label: 9405510200829872184221",...
...,"2017-03-27 22:38:37.081",...,USD,610,1,0,NULL,NULL,"usps label: 9405510200830998174010",...
...,"2017-03-27 22:38:37.100",...,USD,1078,1,0,NULL,NULL,"usps label: 9405510200881874750286",...
...,"2017-03-27 22:38:37.118",...,USD,1078,1,0,NULL,NULL,"usps label: 9405510200881874008417",...
...,"2017-03-27 22:38:37.137",...,USD,610,1,0,NULL,NULL,"usps label: 9405510200829876267418",...
...,"2017-03-27 22:38:37.158",...,USD,303,1,0,NULL,NULL,"usps label: 9400110897700046256647",...
...,"2017-03-27 22:38:37.178",...,USD,688,1,0,NULL,NULL,"usps label: 9405510200882877363145",...
...,"2017-03-27 22:38:37.197",...,USD,1113,1,0,NULL,NULL,"usps label: 9405510200830003918837",...
...,"2017-03-27 22:38:37.216",...,USD,1503,1,0,NULL,NULL,"usps label: 9405510200829878236009",...
...,"2017-03-27 22:38:37.238",...,USD,1503,1,0,NULL,NULL,"usps label: 9405510200881877544776",...
...,"2017-03-27 22:38:37.257",...,USD,486,1,0,NULL,NULL,"usps label: 9400110897700046493394",...
...,"2017-03-27 22:38:41.756",...,USD,255,1,0,NULL,NULL,"usps label: 9400110897700044567714",...
...,"2017-03-27 22:38:41.775",...,USD,1837,1,0,NULL,NULL,"usps label: 9461210200830001099526",...
...,"2017-03-27 22:38:41.793",...,USD,390,1,0,NULL,NULL,"usps label: 9400110897700045266968",...
...,"2017-03-27 22:38:41.811",...,USD,266,1,0,NULL,NULL,"usps label: 9400110897700046194369",...
...,"2017-03-27 22:38:41.831",...,USD,244,1,0,NULL,NULL,"usps label: 9400110897700046220730",...
...,"2017-03-27 22:38:41.849",...,USD,244,1,0,NULL,NULL,"usps label: 9400110897700046240523",...
...,"2017-03-27 22:38:41.868",...,USD,346,1,0,NULL,NULL,"usps label: 9400110897700046448011",...
...,"2017-03-27 22:38:41.886",...,USD,303,1,0,NULL,NULL,"usps label: 9400110897700046248154",...
...,"2017-03-27 22:38:41.905",...,USD,1078,1,0,NULL,NULL,"usps label: 9405510200882878971523",...
...,"2017-03-27 22:38:41.923",...,USD,435,1,0,NULL,NULL,"usps label: 9400110897700046497422",...
...,"2017-03-27 22:38:41.942",...,USD,266,1,0,NULL,NULL,"usps label: 9400110897700044368366",...
...,"2017-03-27 22:38:41.961",...,USD,244,1,0,NULL,NULL,"usps label: 9400110897700046608163",...
...,"2017-03-27 22:38:41.979",...,USD,282,1,0,NULL,NULL,"usps label: 9400110897700044435617",...
...,"2017-03-27 22:38:41.998",...,USD,244,1,0,NULL,NULL,"usps label: 9400110897700044859130",...
...,"2017-03-27 22:38:42.016",...,USD,244,1,0,NULL,NULL,"usps label: 9400110897700044644484",...
...,"2017-03-27 22:38:42.035",...,USD,255,1,0,NULL,NULL,"usps label: 9400110897700046129767",...
...,"2017-03-27 22:38:42.054",...,USD,266,1,0,NULL,NULL,"usps label: 9400110897700045457427",...
...,"2017-03-27 22:38:42.072",...,USD,346,1,0,NULL,NULL,"usps label: 9400110897700046155629",...
...,"2017-03-27 22:38:42.091",...,USD,266,1,0,NULL,NULL,"usps label: 9400110897700046335434",...
...,"2017-03-27 22:38:42.109",...,USD,266,1,0,NULL,NULL,"usps label: 9400110897700046229405",...
...,"2017-03-27 22:38:42.127",...,USD,255,1,0,NULL,NULL,"usps label: 9400110897700046478018",...
...,"2017-03-27 22:38:42.146",...,USD,255,1,0,NULL,NULL,"usps label: 9400110897700046418717",...
...,"2017-03-27 22:38:42.166",...,USD,303,1,0,NULL,NULL,"usps label: 9400110897700046484842",...
...,"2017-03-27 22:38:42.184",...,USD,266,1,0,NULL,NULL,"usps label: 9400110897700046555276",...
...,"2017-03-27 22:38:42.202",...,USD,255,1,0,NULL,NULL,"usps label: 9400110897700046568962",...
...,"2017-03-27 22:38:42.221",...,USD,610,1,0,NULL,NULL,"usps label: 9405510200830005668372",...
...,"2017-03-27 22:38:42.240",...,USD,244,1,0,NULL,NULL,"usps label: 9400110897700046570231",...
...,"2017-03-27 22:38:42.259",...,USD,266,1,0,NULL,NULL,"usps label: 9400110897700046570538",...
...,"2017-03-27 22:38:42.278",...,USD,282,1,0,NULL,NULL,"usps label: 9400110897700046570392",...
...,"2017-03-27 22:38:42.297",...,USD,244,1,0,NULL,NULL,"usps label: 9400110897700046621995",...
...,"2017-03-27 22:38:45.162",...,USD,860,1,0,NULL,NULL,"usps label: 9405510200883909150030",...
...,"2017-03-27 22:38:45.180",...,USD,610,1,0,NULL,NULL,"usps label: 9405510200828865849147",...
...,"2017-03-27 22:38:45.198",...,USD,435,1,0,NULL,NULL,"usps label: 9400110897700046193782",...
...,"2017-03-27 22:38:45.216",...,USD,486,1,0,NULL,NULL,"usps label: 9400110897700045720927",...
...,"2017-03-27 22:38:45.237",...,USD,412,1,0,NULL,NULL,"usps label: 9400110897700046409715",...
...,"2017-03-27 22:38:45.256",...,USD,346,1,0,NULL,NULL,"usps label: 9400110897700044772385",...
...,"2017-03-27 22:38:45.274",...,USD,435,1,0,NULL,NULL,"usps label: 9400110897700046604752",...
...,"2017-03-27 22:38:45.294",...,USD,1078,1,0,NULL,NULL,"usps label: 9405510200793840676943",...
...,"2017-03-27 22:38:45.312",...,USD,1078,1,0,NULL,NULL,"usps label: 9405510200883902990213",...
...,"2017-03-27 22:38:45.330",...,USD,624,1,0,NULL,NULL,"usps label: 9405510200830999759452",...
...,"2017-03-27 22:38:45.349",...,USD,688,1,0,NULL,NULL,"usps label: 9405510200883913462457",...
...,"2017-03-27 22:38:45.367",...,USD,412,1,0,NULL,NULL,"usps label: 9400110897700046099800",...
...,"2017-03-27 22:38:45.386",...,USD,610,1,0,NULL,NULL,"usps label: 9405510200883914987539",...
...,"2017-03-27 22:38:45.404",...,USD,1503,1,0,NULL,NULL,"usps label: 9405510200793845307866",...
...,"2017-03-27 22:38:45.422",...,USD,486,1,0,NULL,NULL,"usps label: 9400110897700046364724",...
...,"2017-03-27 22:38:45.441",...,USD,346,1,0,NULL,NULL,"usps label: 9400110897700046445805",...
...,"2017-03-27 22:38:45.459",...,USD,1078,1,0,NULL,NULL,"usps label: 9405510200883915540757",...
...,"2017-03-27 22:38:45.477",...,USD,1503,1,0,NULL,NULL,"usps label: 9405510200828877850940",...
...,"2017-03-27 22:38:45.496",...,USD,1078,1,0,NULL,NULL,"usps label: 9405510200828879010267",...
...,"2017-03-27 22:38:45.514",...,USD,1503,1,0,NULL,NULL,"usps label: 9405510200881878074395",...
...,"2017-03-27 22:38:45.533",...,USD,1503,1,0,NULL,NULL,"usps label: 9405510200793848626254",...
...,"2017-03-27 22:38:45.551",...,USD,1113,1,0,NULL,NULL,"usps label: 9405510200830005697730",...
...,"2017-03-27 22:38:45.569",...,USD,1503,1,0,NULL,NULL,"usps label: 9405510200793848708417",...
...,"2017-03-27 22:38:45.587",...,USD,708,1,0,NULL,NULL,"usps label: 9405510200882879821445",...
...,"2017-03-27 22:38:45.606",...,USD,624,1,0,NULL,NULL,"usps label: 9405510200883918082926",...
...,"2017-03-27 22:38:51.366",...,USD,244,1,0,NULL,NULL,"usps label: 9400110897700044891154",...
...,"2017-03-27 22:38:51.483",...,USD,244,1,0,NULL,NULL,"usps label: 9400110897700045563890",...
...,"2017-03-27 22:38:51.502",...,USD,266,1,0,NULL,NULL,"usps label: 9400110897700045165834",...
...,"2017-03-27 22:38:51.521",...,USD,266,1,0,NULL,NULL,"usps label: 9400110897700045658336",...
...,"2017-03-27 22:38:51.543",...,USD,303,1,0,NULL,NULL,"usps label: 9400110897700046368791",...
...,"2017-03-27 22:38:51.562",...,USD,255,1,0,NULL,NULL,"usps label: 9400110897700046187019",...
...,"2017-03-27 22:38:51.600",...,USD,282,1,0,NULL,NULL,"usps label: 9400110897700046407179",...
...,"2017-03-27 22:38:51.620",...,USD,346,1,0,NULL,NULL,"usps label: 9400110897700046562021",...
...,"2017-03-27 22:38:51.639",...,USD,486,1,0,NULL,NULL,"usps label: 9400110897700046444037",...
...,"2017-03-27 22:38:51.657",...,USD,244,1,0,NULL,NULL,"usps label: 9400110897700046562427",...
...,"2017-03-27 22:38:51.676",...,USD,244,1,0,NULL,NULL,"usps label: 9400110897700046548025",...
...,"2017-03-27 22:38:51.695",...,USD,244,1,0,NULL,NULL,"usps label: 9400110897700045491001",...
...,"2017-03-27 22:38:51.714",...,USD,708,1,0,NULL,NULL,"usps label: 9405510200829880315747",...
...,"2017-03-27 22:38:51.733",...,USD,435,1,0,NULL,NULL,"usps label: 9400110897700046136420",...
...,"2017-03-27 22:38:51.752",...,USD,244,1,0,NULL,NULL,"usps label: 9400110897700046252304",...
...,"2017-03-27 22:38:51.772",...,USD,282,1,0,NULL,NULL,"usps label: 9400110897700046245740",...
...,"2017-03-27 22:38:51.790",...,USD,282,1,0,NULL,NULL,"usps label: 9400110897700046347512",...
...,"2017-03-27 22:38:51.809",...,USD,244,1,0,NULL,NULL,"usps label: 9400110897700046266790",...
...,"2017-03-27 22:38:51.828",...,USD,244,1,0,NULL,NULL,"usps label: 9400110897700046401436",...
...,"2017-03-27 22:38:51.847",...,USD,368,1,0,NULL,NULL,"usps label: 9400110897700046374853",...
...,"2017-03-27 22:38:51.866",...,USD,244,1,0,NULL,NULL,"usps label: 9400110897700046568412",...
...,"2017-03-27 22:38:51.886",...,USD,255,1,0,NULL,NULL,"usps label: 9400110897700046514594",...
...,"2017-03-27 22:38:51.905",...,USD,266,1,0,NULL,NULL,"usps label: 9400110897700046657611",...
...,"2017-03-27 22:38:51.924",...,USD,1078,1,0,NULL,NULL,"usps label: 9405510200793849101378",...
...,"2017-03-27 22:38:51.943",...,USD,255,1,0,NULL,NULL,"usps label: 9400110897700046754174",...
...,"2017-03-27 22:38:51.966",...,USD,244,1,0,NULL,NULL,"usps label: 9400110897700046704858",...
...,"2017-03-27 22:38:53.577",...,USD,303,1,0,NULL,NULL,"usps label: 9400110897700045519903",...
...,"2017-03-27 22:38:53.596",...,USD,368,1,0,NULL,NULL,"usps label: 9400110897700046543860",...
...,"2017-03-27 22:38:53.615",...,USD,486,1,0,NULL,NULL,"usps label: 9400110897700046334208",...
...,"2017-03-27 22:38:53.634",...,USD,2237,1,0,NULL,NULL,"usps label: 9461210200793848351472",...
...,"2017-03-27 22:38:53.653",...,USD,435,1,0,NULL,NULL,"usps label: 9400110897700046205959",...
...,"2017-03-27 22:38:53.672",...,USD,346,1,0,NULL,NULL,"usps label: 9400110897700046677725",...
...,"2017-03-27 22:38:53.691",...,USD,1078,1,0,NULL,NULL,"usps label: 9405510200881878953010",...
...,"2017-03-27 22:38:53.710",...,USD,1078,1,0,NULL,NULL,"usps label: 9405510200883916852910",...
...,"2017-03-27 22:38:53.733",...,USD,435,1,0,NULL,NULL,"usps label: 9400110897700046705473",...
...,"2017-03-27 22:38:53.752",...,USD,1078,1,0,NULL,NULL,"usps label: 9405510200881880243864",...
...,"2017-03-27 22:38:53.771",...,USD,346,1,0,NULL,NULL,"usps label: 9400110897700046770884",...
...,"2017-03-27 22:38:57.095",...,USD,255,1,0,NULL,NULL,"usps label: 9400110897700046221195",...
...,"2017-03-27 22:38:57.113",...,USD,1078,1,0,NULL,NULL,"usps label: 9405510200828859243326",...
...,"2017-03-27 22:38:57.132",...,USD,244,1,0,NULL,NULL,"usps label: 9400110897700046276683",...
...,"2017-03-27 22:38:57.150",...,USD,244,1,0,NULL,NULL,"usps label: 9400110897700046479855",...
...,"2017-03-27 22:38:57.170",...,USD,266,1,0,NULL,NULL,"usps label: 9400110897700046354541",...
...,"2017-03-27 22:38:57.189",...,USD,255,1,0,NULL,NULL,"usps label: 9400110897700046750114",...
...,"2017-03-27 22:38:57.207",...,USD,266,1,0,NULL,NULL,"usps label: 9400110897700046545093",...
...,"2017-03-27 22:38:57.227",...,USD,390,1,0,NULL,NULL,"usps label: 9400110897700044036494",...
...,"2017-03-27 22:38:57.246",...,USD,244,1,0,NULL,NULL,"usps label: 9400110897700046817497",...
...,"2017-03-27 22:38:57.264",...,USD,244,1,0,NULL,NULL,"usps label: 9400110897700046230654",...
...,"2017-03-27 22:38:57.283",...,USD,266,1,0,NULL,NULL,"usps label: 9400110897700044435105",...
...,"2017-03-27 22:38:57.302",...,USD,266,1,0,NULL,NULL,"usps label: 9400110897700046389703",...
...,"2017-03-27 22:38:57.320",...,USD,282,1,0,NULL,NULL,"usps label: 9400110897700046266462",...
...,"2017-03-27 22:38:57.339",...,USD,266,1,0,NULL,NULL,"usps label: 9400110897700046462581",...
...,"2017-03-27 22:38:57.357",...,USD,266,1,0,NULL,NULL,"usps label: 9400110897700046459864",...
...,"2017-03-27 22:38:57.377",...,USD,244,1,0,NULL,NULL,"usps label: 9400110897700046698751",...
...,"2017-03-27 22:38:57.395",...,USD,244,1,0,NULL,NULL,"usps label: 9400110897700046776909",...
...,"2017-03-27 22:38:57.413",...,USD,255,1,0,NULL,NULL,"usps label: 9400110897700046703028",...
...,"2017-03-27 22:38:57.432",...,USD,282,1,0,NULL,NULL,"usps label: 9400110897700046785055",...
...,"2017-03-27 22:38:57.450",...,USD,714,1,0,NULL,NULL,"usps label: 9405510200881881597478",...
...,"2017-03-27 22:38:57.468",...,USD,282,1,0,NULL,NULL,"usps label: 9400110897700046816018",...
...,"2017-03-27 22:38:57.487",...,USD,255,1,0,NULL,NULL,"usps label: 9400110897700046840860",...
...,"2017-03-27 22:38:57.506",...,USD,688,1,0,NULL,NULL,"usps label: 9405510200828881760983",...
...,"2017-03-27 22:38:57.524",...,USD,244,1,0,NULL,NULL,"usps label: 9400110897700046858292",...
...,"2017-03-27 22:39:00.056",...,USD,648,1,0,NULL,NULL,"usps label: 9405510200830007882349",...
...,"2017-03-27 22:39:00.075",...,USD,860,1,0,NULL,NULL,"usps label: 9405510200830009362504",...
...,"2017-03-27 22:39:00.099",...,USD,610,1,0,NULL,NULL,"usps label: 9405510200793839617575",...
...,"2017-03-27 22:39:00.118",...,USD,994,1,0,NULL,NULL,"usps label: 9405510200828881719264",...
...,"2017-03-27 22:39:00.137",...,USD,412,1,0,NULL,NULL,"usps label: 9400110897700046798109",...
...,"2017-03-27 22:39:00.156",...,USD,368,1,0,NULL,NULL,"usps label: 9400110897700045937820",...
...,"2017-03-27 22:39:00.175",...,USD,610,1,0,NULL,NULL,"usps label: 9405510200793848514438",...
...,"2017-03-27 22:39:00.195",...,USD,1078,1,0,NULL,NULL,"usps label: 9405510200829874599245",...
...,"2017-03-27 22:39:00.213",...,USD,1503,1,0,NULL,NULL,"usps label: 9405510200829880967908",...
...,"2017-03-27 22:39:00.233",...,USD,1078,1,0,NULL,NULL,"usps label: 9405510200881879896286",...
...,"2017-03-27 22:39:00.252",...,USD,1837,1,0,NULL,NULL,"usps label: 9461210200793850813258",...
...,"2017-03-27 22:39:00.271",...,USD,688,1,0,NULL,NULL,"usps label: 9405510200793851352409",...
...,"2017-03-27 22:39:00.290",...,USD,1078,1,0,NULL,NULL,"usps label: 9405510200828881829765",...
...,"2017-03-27 22:39:00.309",...,USD,636,1,0,NULL,NULL,"usps label: 9405510200829881708104",...
...,"2017-03-27 22:39:00.328",...,USD,1078,1,0,NULL,NULL,"usps label: 9405510200829882032598",...
...,"2017-03-27 22:39:00.347",...,USD,435,1,0,NULL,NULL,"usps label: 9400110897700046875732",...
...,"2017-03-27 22:39:00.368",...,USD,610,1,0,NULL,NULL,"usps label: 9405510200830009253628",...
...,"2017-03-27 22:39:00.388",...,USD,1078,1,0,NULL,NULL,"usps label: 9405510200828882711533",...
...,"2017-03-27 22:39:00.731",...,USD,1503,1,0,NULL,NULL,"usps label: 9405510200793831156119",...
...,"2017-03-27 22:39:04.636",...,USD,255,1,0,NULL,NULL,"usps label: 9400110897700045185696",...
...,"2017-03-27 22:39:04.656",...,USD,390,1,0,NULL,NULL,"usps label: 9400110897700044685609",...
...,"2017-03-27 22:39:04.675",...,USD,244,1,0,NULL,NULL,"usps label: 9400110897700046149185",...
...,"2017-03-27 22:39:04.693",...,USD,390,1,0,NULL,NULL,"usps label: 9400110897700045803064",...
...,"2017-03-27 22:39:04.714",...,USD,255,1,0,NULL,NULL,"usps label: 9400110897700046790646",...
...,"2017-03-27 22:39:04.733",...,USD,325,1,0,NULL,NULL,"usps label: 9400110897700046786021",...
...,"2017-03-27 22:39:04.752",...,USD,303,1,0,NULL,NULL,"usps label: 9400110897700046923129",...
...,"2017-03-27 22:39:04.771",...,USD,412,1,0,NULL,NULL,"usps label: 9400110897700046840556",...
...,"2017-03-27 22:39:04.790",...,USD,244,1,0,NULL,NULL,"usps label: 9400110897700046800765",...
...,"2017-03-27 22:39:04.808",...,USD,303,1,0,NULL,NULL,"usps label: 9400110897700045062102",...
...,"2017-03-27 22:39:04.827",...,USD,266,1,0,NULL,NULL,"usps label: 9400110897700046875862",...
...,"2017-03-27 22:39:04.846",...,USD,282,1,0,NULL,NULL,"usps label: 9400110897700046841836",...
...,"2017-03-27 22:39:04.865",...,USD,368,1,0,NULL,NULL,"usps label: 9400110897700046969776",...
...,"2017-03-27 22:39:04.884",...,USD,244,1,0,NULL,NULL,"usps label: 9400110897700046963842",...
...,"2017-03-27 22:39:04.905",...,USD,282,1,0,NULL,NULL,"usps label: 9400110897700046977610",...
...,"2017-03-27 22:39:05.922",...,USD,303,1,0,NULL,NULL,"usps label: 9400110897700046791292",...
...,"2017-03-27 22:39:05.941",...,USD,610,1,0,NULL,NULL,"usps label: 9405510200881862370984",...
...,"2017-03-27 22:39:05.960",...,USD,708,1,0,NULL,NULL,"usps label: 9405510200881873724981",...
...,"2017-03-27 22:39:05.978",...,USD,303,1,0,NULL,NULL,"usps label: 9400110897700044963424",...
...,"2017-03-27 22:39:05.997",...,USD,610,1,0,NULL,NULL,"usps label: 9405510200830000536508",...
...,"2017-03-27 22:39:06.016",...,USD,1503,1,0,NULL,NULL,"usps label: 9405510200793850399948",...
...,"2017-03-27 22:39:06.035",...,USD,412,1,0,NULL,NULL,"usps label: 9400110897700046636661",...
...,"2017-03-27 22:39:06.054",...,USD,2871,1,0,NULL,NULL,"usps label: 9461210200830008284970",...
...,"2017-03-27 22:39:06.073",...,USD,1503,1,0,NULL,NULL,"usps label: 9405510200829883143415",...
...,"2017-03-27 22:39:06.094",...,USD,346,1,0,NULL,NULL,"usps label: 9400110897700046883065",...
...,"2017-03-27 22:39:06.114",...,USD,1078,1,0,NULL,NULL,"usps label: 9405510200882883146169",...
...,"2017-03-27 22:39:09.738",...,USD,244,1,0,NULL,NULL,"usps label: 9400110897700046636036",...
...,"2017-03-27 22:39:09.757",...,USD,266,1,0,NULL,NULL,"usps label: 9400110897700046821470",...
...,"2017-03-27 22:39:10.365",...,USD,244,1,0,NULL,NULL,"usps label: 9400110897700046394639",...
...,"2017-03-27 22:39:10.449",...,USD,282,1,0,NULL,NULL,"usps label: 9400110897700046815370",...
...,"2017-03-27 22:39:10.467",...,USD,312,1,0,NULL,NULL,"usps label: 9400110897700047071577",...
...,"2017-03-27 22:39:10.487",...,USD,312,1,0,NULL,NULL,"usps label: 9400110897700047129070",...
...,"2017-03-27 22:39:10.505",...,USD,244,1,0,NULL,NULL,"usps label: 9400110897700046684945",...
...,"2017-03-27 22:39:11.985",...,USD,656,1,0,NULL,NULL,"usps label: 9405510200793852748973",...
...,"2017-03-27 22:39:12.003",...,USD,1135,1,0,NULL,NULL,"usps label: 9405510200882884248640",...
...,"2017-03-27 22:39:12.022",...,USD,1503,1,0,NULL,NULL,"usps label: 9405510200883921262315",...
...,"2017-03-27 22:39:14.586",...,USD,244,1,0,NULL,NULL,"usps label: 9400110897700046701659",...
...,"2017-03-27 22:39:14.605",...,USD,266,1,0,NULL,NULL,"usps label: 9400110897700046252793",...
...,"2017-03-27 22:39:14.623",...,USD,435,1,0,NULL,NULL,"usps label: 9400110897700046841294",...
...,"2017-03-27 22:39:14.642",...,USD,312,1,0,NULL,NULL,"usps label: 9400110897700047013508",...
...,"2017-03-27 22:39:14.661",...,USD,266,1,0,NULL,NULL,"usps label: 9400110897700046964221",...
...,"2017-03-27 22:39:14.680",...,USD,312,1,0,NULL,NULL,"usps label: 9400110897700047123917",...
...,"2017-03-27 22:39:14.698",...,USD,244,1,0,NULL,NULL,"usps label: 9400110897700045709571",...
...,"2017-03-27 22:39:14.717",...,USD,390,1,0,NULL,NULL,"usps label: 9400110897700046175214",...
...,"2017-03-27 22:39:14.736",...,USD,255,1,0,NULL,NULL,"usps label: 9400110897700045817498",...
...,"2017-03-27 22:39:14.754",...,USD,244,1,0,NULL,NULL,"usps label: 9400110897700046480066",...
...,"2017-03-27 22:39:14.772",...,USD,244,1,0,NULL,NULL,"usps label: 9400110897700046635053",...
...,"2017-03-27 22:39:14.791",...,USD,244,1,0,NULL,NULL,"usps label: 9400110897700046570484",...
...,"2017-03-27 22:39:14.810",...,USD,255,1,0,NULL,NULL,"usps label: 9400110897700046689773",...
...,"2017-03-27 22:39:14.828",...,USD,244,1,0,NULL,NULL,"usps label: 9400110897700046755850",...
...,"2017-03-27 22:39:14.847",...,USD,266,1,0,NULL,NULL,"usps label: 9400110897700046713164",...
...,"2017-03-27 22:39:14.866",...,USD,624,1,0,NULL,NULL,"usps label: 9405510200883919606909",...
...,"2017-03-27 22:39:14.885",...,USD,255,1,0,NULL,NULL,"usps label: 9400110897700046873776",...
...,"2017-03-27 22:39:14.903",...,USD,244,1,0,NULL,NULL,"usps label: 9400110897700046831004",...
...,"2017-03-27 22:39:14.922",...,USD,244,1,0,NULL,NULL,"usps label: 9400110897700046956912",...
...,"2017-03-27 22:39:14.941",...,USD,244,1,0,NULL,NULL,"usps label: 9400110897700046877781",...
...,"2017-03-27 22:39:14.959",...,USD,486,1,0,NULL,NULL,"usps label: 9400110897700046984267",...
...,"2017-03-27 22:39:14.979",...,USD,282,1,0,NULL,NULL,"usps label: 9400110897700046977559",...
...,"2017-03-27 22:39:14.999",...,USD,312,1,0,NULL,NULL,"usps label: 9400110897700047009297",...
...,"2017-03-27 22:39:15.017",...,USD,303,1,0,NULL,NULL,"usps label: 9400110897700046992811",...
...,"2017-03-27 22:39:15.036",...,USD,312,1,0,NULL,NULL,"usps label: 9400110897700047014673",...
...,"2017-03-27 22:39:15.055",...,USD,1683,1,0,NULL,NULL,"usps label: 9405510200793853263772",...
...,"2017-03-27 22:39:15.073",...,USD,438,1,0,NULL,NULL,"usps label: 9400110897700047051586",...
...,"2017-03-27 22:39:15.091",...,USD,312,1,0,NULL,NULL,"usps label: 9400110897700047142475",...
...,"2017-03-27 22:39:15.110",...,USD,312,1,0,NULL,NULL,"usps label: 9400110897700047132537",...
...,"2017-03-27 22:39:15.128",...,USD,312,1,0,NULL,NULL,"usps label: 9400110897700047170683",...
...,"2017-03-27 22:39:15.146",...,USD,312,1,0,NULL,NULL,"usps label: 9400110897700047181962",...
...,"2017-03-27 22:39:15.306",...,USD,266,1,0,NULL,NULL,"usps label: 9400110897700046958183",...
...,"2017-03-27 22:39:15.325",...,USD,244,1,0,NULL,NULL,"usps label: 9400110897700046977146",...
...,"2017-03-27 22:39:18.321",...,USD,1252,1,0,NULL,NULL,"usps label: 9405510200830010544838",...
...,"2017-03-27 22:39:18.422",...,USD,435,1,0,NULL,NULL,"usps label: 9400110897700045185788",...
...,"2017-03-27 22:39:18.441",...,USD,610,1,0,NULL,NULL,"usps label: 9405510200830003620426",...
...,"2017-03-27 22:39:18.460",...,USD,1503,1,0,NULL,NULL,"usps label: 9405510200882871453071",...
...,"2017-03-27 22:39:18.479",...,USD,610,1,0,NULL,NULL,"usps label: 9405510200828877131780",...
...,"2017-03-27 22:39:18.498",...,USD,303,1,0,NULL,NULL,"usps label: 9400110897700046498382",...
...,"2017-03-27 22:39:18.516",...,USD,994,1,0,NULL,NULL,"usps label: 9405510200830009017367",...
...,"2017-03-27 22:39:18.534",...,USD,750,1,0,NULL,NULL,"usps label: 9405510200793852880352",...
...,"2017-03-27 22:39:18.553",...,USD,1078,1,0,NULL,NULL,"usps label: 9405510200882883141997",...
...,"2017-03-27 22:39:18.572",...,USD,1078,1,0,NULL,NULL,"usps label: 9405510200882883025594",...
...,"2017-03-27 22:39:18.591",...,USD,688,1,0,NULL,NULL,"usps label: 9405510200882883222047",...
...,"2017-03-27 22:39:18.609",...,USD,750,1,0,NULL,NULL,"usps label: 9405510200793853147508",...
...,"2017-03-27 22:39:18.726",...,USD,435,1,0,NULL,NULL,"usps label: 9400110897700046986803",...
