fk_r_billing_engine_ref_cd,x_invoice_item_id,sk_id,fk_r_revenue_source_ref_cd,fk_x_billing_account_hub_id,fk_x_subscription_r_plan_lnk_id,fk_s_change_context_id_cr,created_at,updated_at,x_created_at,fk_s_change_context_id_dl,deleted_at
STRIPE,ii_17pTn9HiCtHGC78FRzOJuNUI,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:09.106","2017-03-27 22:45:09.109","2016-03-15 18:49:43",NULL,NULL
STRIPE,ii_17pTnAHiCtHGC78FRpitXB7T,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:09.125","2017-03-27 22:45:09.128","2016-03-15 18:49:44",NULL,NULL
STRIPE,ii_17pTnAHiCtHGC78FoDxJEoHw,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:09.144","2017-03-27 22:45:09.147","2016-03-15 18:49:44",NULL,NULL
STRIPE,ii_17pTnBHiCtHGC78Fvi9K1FjC,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:09.162","2017-03-27 22:45:09.165","2016-03-15 18:49:45",NULL,NULL
STRIPE,ii_17pTnCHiCtHGC78FpyOi5csE,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:09.182","2017-03-27 22:45:09.185","2016-03-15 18:49:46",NULL,NULL
STRIPE,ii_17pTnCHiCtHGC78FRnRqh8XA,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:09.201","2017-03-27 22:45:09.203","2016-03-15 18:49:46",NULL,NULL
STRIPE,ii_17pTnDHiCtHGC78FyefcfTwR,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:09.219","2017-03-27 22:45:09.222","2016-03-15 18:49:47",NULL,NULL
STRIPE,ii_17pTnDHiCtHGC78FKE6xzgzG,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:09.238","2017-03-27 22:45:09.240","2016-03-15 18:49:47",NULL,NULL
STRIPE,ii_17pTnEHiCtHGC78FvdYoJmTn,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:09.256","2017-03-27 22:45:09.258","2016-03-15 18:49:48",NULL,NULL
STRIPE,ii_17pTnEHiCtHGC78FbarkzhpV,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:09.275","2017-03-27 22:45:09.277","2016-03-15 18:49:48",NULL,NULL
STRIPE,ii_17pTnFHiCtHGC78FDTPjfrtS,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:09.293","2017-03-27 22:45:09.296","2016-03-15 18:49:49",NULL,NULL
STRIPE,ii_17pTnFHiCtHGC78FysxOJSyL,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:09.312","2017-03-27 22:45:09.314","2016-03-15 18:49:49",NULL,NULL
STRIPE,ii_17pTnGHiCtHGC78Fq56S3P9v,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:09.330","2017-03-27 22:45:09.333","2016-03-15 18:49:50",NULL,NULL
STRIPE,ii_17pTnGHiCtHGC78Fu3184fEM,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:09.349","2017-03-27 22:45:09.351","2016-03-15 18:49:50",NULL,NULL
STRIPE,ii_17pTnHHiCtHGC78FJeAJj13f,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:09.368","2017-03-27 22:45:09.371","2016-03-15 18:49:51",NULL,NULL
STRIPE,ii_17pTnIHiCtHGC78Fc2dcli8V,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:09.387","2017-03-27 22:45:09.389","2016-03-15 18:49:52",NULL,NULL
STRIPE,ii_17pTnJHiCtHGC78F3CojMP8d,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:09.407","2017-03-27 22:45:09.409","2016-03-15 18:49:53",NULL,NULL
STRIPE,ii_17pTnJHiCtHGC78FKr9cjieD,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:09.425","2017-03-27 22:45:09.427","2016-03-15 18:49:53",NULL,NULL
STRIPE,ii_17pTnKHiCtHGC78FvAUiJA1E,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:09.443","2017-03-27 22:45:09.446","2016-03-15 18:49:54",NULL,NULL
STRIPE,ii_17pTnKHiCtHGC78FeJhUXVFF,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:09.462","2017-03-27 22:45:09.464","2016-03-15 18:49:54",NULL,NULL
STRIPE,ii_17pTnKHiCtHGC78Fb3yAuzML,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:09.481","2017-03-27 22:45:09.484","2016-03-15 18:49:54",NULL,NULL
STRIPE,ii_17pTnLHiCtHGC78FjP7RwUNU,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:09.500","2017-03-27 22:45:09.503","2016-03-15 18:49:55",NULL,NULL
STRIPE,ii_17pTnMHiCtHGC78FArH3jKXg,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:09.519","2017-03-27 22:45:09.521","2016-03-15 18:49:56",NULL,NULL
STRIPE,ii_17pTnMHiCtHGC78Fwa7SO9EY,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:09.537","2017-03-27 22:45:09.539","2016-03-15 18:49:56",NULL,NULL
STRIPE,ii_17pTnNHiCtHGC78F4DJIljzC,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:09.555","2017-03-27 22:45:09.557","2016-03-15 18:49:57",NULL,NULL
STRIPE,ii_17pTnNHiCtHGC78FoLjvvHQp,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:09.573","2017-03-27 22:45:09.576","2016-03-15 18:49:57",NULL,NULL
STRIPE,ii_17pTnOHiCtHGC78FdEczLm6p,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:09.592","2017-03-27 22:45:09.594","2016-03-15 18:49:58",NULL,NULL
STRIPE,ii_17pTnPHiCtHGC78FChixwC5a,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:09.610","2017-03-27 22:45:09.612","2016-03-15 18:49:59",NULL,NULL
STRIPE,ii_17pTnPHiCtHGC78FnIfEkDmm,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:09.629","2017-03-27 22:45:09.631","2016-03-15 18:49:59",NULL,NULL
STRIPE,ii_17pTnRHiCtHGC78F7IONqjOX,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:09.647","2017-03-27 22:45:09.649","2016-03-15 18:50:01",NULL,NULL
STRIPE,ii_17pTnRHiCtHGC78FZrprI1OY,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:09.666","2017-03-27 22:45:09.668","2016-03-15 18:50:01",NULL,NULL
STRIPE,ii_17pTnSHiCtHGC78FYAi51r0T,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:09.684","2017-03-27 22:45:09.686","2016-03-15 18:50:02",NULL,NULL
STRIPE,ii_17pTnSHiCtHGC78FdJKIT8CW,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:09.702","2017-03-27 22:45:09.705","2016-03-15 18:50:02",NULL,NULL
STRIPE,ii_17pTnTHiCtHGC78FHuazlOHQ,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:09.722","2017-03-27 22:45:09.725","2016-03-15 18:50:03",NULL,NULL
STRIPE,ii_17pTnUHiCtHGC78FZ4k8ui0J,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:09.741","2017-03-27 22:45:09.743","2016-03-15 18:50:04",NULL,NULL
STRIPE,ii_17pTnUHiCtHGC78FQUKk6ytF,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:09.760","2017-03-27 22:45:09.762","2016-03-15 18:50:04",NULL,NULL
STRIPE,ii_17pTnQHiCtHGC78FuYsRYilW,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:09.854","2017-03-27 22:45:09.865","2016-03-15 18:50:00",NULL,NULL
STRIPE,ii_17pTncHiCtHGC78FaLQLPfIA,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:12.139","2017-03-27 22:45:12.142","2016-03-15 18:50:12",NULL,NULL
STRIPE,ii_17pTncHiCtHGC78F5PkrRwNW,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:12.158","2017-03-27 22:45:12.160","2016-03-15 18:50:12",NULL,NULL
STRIPE,ii_17pTndHiCtHGC78FGagqJmTx,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:12.177","2017-03-27 22:45:12.179","2016-03-15 18:50:13",NULL,NULL
STRIPE,ii_17pTndHiCtHGC78FVNr1qKXK,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:12.195","2017-03-27 22:45:12.197","2016-03-15 18:50:13",NULL,NULL
STRIPE,ii_17pTneHiCtHGC78FHkPQsqwl,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:12.214","2017-03-27 22:45:12.216","2016-03-15 18:50:14",NULL,NULL
STRIPE,ii_17pTnfHiCtHGC78Fkp0kgJ2l,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:12.232","2017-03-27 22:45:12.234","2016-03-15 18:50:15",NULL,NULL
STRIPE,ii_17pTnfHiCtHGC78F9iHreKd9,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:12.251","2017-03-27 22:45:12.253","2016-03-15 18:50:15",NULL,NULL
STRIPE,ii_17pTngHiCtHGC78Fobsd67Jd,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:12.270","2017-03-27 22:45:12.272","2016-03-15 18:50:16",NULL,NULL
STRIPE,ii_17pTnhHiCtHGC78F9qCrbhSw,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:12.289","2017-03-27 22:45:12.291","2016-03-15 18:50:17",NULL,NULL
STRIPE,ii_17pTniHiCtHGC78Ffepi0Qft,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:12.308","2017-03-27 22:45:12.311","2016-03-15 18:50:18",NULL,NULL
STRIPE,ii_17pTniHiCtHGC78Fcv9tzEpo,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:12.328","2017-03-27 22:45:12.330","2016-03-15 18:50:18",NULL,NULL
STRIPE,ii_17pTnjHiCtHGC78Ff7u4dnCX,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:12.347","2017-03-27 22:45:12.350","2016-03-15 18:50:19",NULL,NULL
STRIPE,ii_17pTnkHiCtHGC78FUEGcxa6U,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:12.366","2017-03-27 22:45:12.369","2016-03-15 18:50:20",NULL,NULL
STRIPE,ii_17pTnkHiCtHGC78FxzgvM9dr,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:12.386","2017-03-27 22:45:12.388","2016-03-15 18:50:20",NULL,NULL
STRIPE,ii_17pTnlHiCtHGC78FI9T67IHw,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:12.404","2017-03-27 22:45:12.407","2016-03-15 18:50:21",NULL,NULL
STRIPE,ii_17pTnlHiCtHGC78F3cFusfgn,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:12.424","2017-03-27 22:45:12.426","2016-03-15 18:50:21",NULL,NULL
STRIPE,ii_17pTnmHiCtHGC78F79zosrzl,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:12.443","2017-03-27 22:45:12.445","2016-03-15 18:50:22",NULL,NULL
STRIPE,ii_17pTnmHiCtHGC78F2kjpvoQe,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:12.462","2017-03-27 22:45:12.464","2016-03-15 18:50:22",NULL,NULL
STRIPE,ii_17pTnnHiCtHGC78FClhW3cTg,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:12.480","2017-03-27 22:45:12.483","2016-03-15 18:50:23",NULL,NULL
STRIPE,ii_17pqGYHiCtHGC78FjHqrdbUJ,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:18.203","2017-03-27 22:45:18.205","2016-03-16 18:49:34",NULL,NULL
STRIPE,ii_17pqGYHiCtHGC78FSOkeSGcU,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:18.221","2017-03-27 22:45:18.224","2016-03-16 18:49:34",NULL,NULL
STRIPE,ii_17pqGZHiCtHGC78F2VTJTA3t,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:18.240","2017-03-27 22:45:18.242","2016-03-16 18:49:35",NULL,NULL
STRIPE,ii_17pqGaHiCtHGC78FUE7i5Jv6,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:18.258","2017-03-27 22:45:18.261","2016-03-16 18:49:36",NULL,NULL
STRIPE,ii_17pqGaHiCtHGC78FmI385RKq,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:18.277","2017-03-27 22:45:18.280","2016-03-16 18:49:36",NULL,NULL
STRIPE,ii_17pqGbHiCtHGC78F9w8Di2jI,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:18.297","2017-03-27 22:45:18.300","2016-03-16 18:49:37",NULL,NULL
STRIPE,ii_17pqGbHiCtHGC78FixJpyFDc,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:18.316","2017-03-27 22:45:18.318","2016-03-16 18:49:37",NULL,NULL
STRIPE,ii_17pqGcHiCtHGC78F2R966CLk,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:18.334","2017-03-27 22:45:18.337","2016-03-16 18:49:38",NULL,NULL
STRIPE,ii_17pqGcHiCtHGC78F9rhWgnEG,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:18.352","2017-03-27 22:45:18.355","2016-03-16 18:49:38",NULL,NULL
STRIPE,ii_17pqGdHiCtHGC78FMiD6F1TE,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:18.373","2017-03-27 22:45:18.376","2016-03-16 18:49:39",NULL,NULL
STRIPE,ii_17pqGdHiCtHGC78F5AnVeFr7,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:18.392","2017-03-27 22:45:18.394","2016-03-16 18:49:39",NULL,NULL
STRIPE,ii_17pqGeHiCtHGC78Flpmqmhl9,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:18.410","2017-03-27 22:45:18.413","2016-03-16 18:49:40",NULL,NULL
STRIPE,ii_17pqGfHiCtHGC78FJRYeJwt0,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:18.430","2017-03-27 22:45:18.432","2016-03-16 18:49:41",NULL,NULL
STRIPE,ii_17pqGgHiCtHGC78FlqRvQG6k,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:18.448","2017-03-27 22:45:18.450","2016-03-16 18:49:42",NULL,NULL
STRIPE,ii_17pqGgHiCtHGC78FvE4iqKjm,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:18.466","2017-03-27 22:45:18.469","2016-03-16 18:49:42",NULL,NULL
STRIPE,ii_17pqGhHiCtHGC78FQfs7vz0c,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:18.485","2017-03-27 22:45:18.487","2016-03-16 18:49:43",NULL,NULL
STRIPE,ii_17pqGiHiCtHGC78F7VJgiYWC,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:18.504","2017-03-27 22:45:18.507","2016-03-16 18:49:44",NULL,NULL
STRIPE,ii_17pqGiHiCtHGC78FTplBn22a,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:18.523","2017-03-27 22:45:18.525","2016-03-16 18:49:44",NULL,NULL
STRIPE,ii_17pqGjHiCtHGC78FpG1WfBy1,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:18.542","2017-03-27 22:45:18.544","2016-03-16 18:49:45",NULL,NULL
STRIPE,ii_17pqGjHiCtHGC78F1hZQmzND,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:18.560","2017-03-27 22:45:18.563","2016-03-16 18:49:45",NULL,NULL
STRIPE,ii_17pqGkHiCtHGC78FBSANCju2,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:18.581","2017-03-27 22:45:18.583","2016-03-16 18:49:46",NULL,NULL
STRIPE,ii_17pqGlHiCtHGC78FybtY0HMA,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:18.600","2017-03-27 22:45:18.602","2016-03-16 18:49:47",NULL,NULL
STRIPE,ii_17pqGlHiCtHGC78FOdYmiXWh,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:18.618","2017-03-27 22:45:18.621","2016-03-16 18:49:47",NULL,NULL
STRIPE,ii_17pqGkHiCtHGC78FLsKwGAgq,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:18.637","2017-03-27 22:45:18.639","2016-03-16 18:49:46",NULL,NULL
STRIPE,ii_17pqGmHiCtHGC78F3P1ABBGn,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:18.655","2017-03-27 22:45:18.657","2016-03-16 18:49:48",NULL,NULL
STRIPE,ii_17pqGmHiCtHGC78Fw8IqlEba,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:18.674","2017-03-27 22:45:18.676","2016-03-16 18:49:48",NULL,NULL
STRIPE,ii_17pqGnHiCtHGC78FSSGlbxaC,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:18.692","2017-03-27 22:45:18.694","2016-03-16 18:49:49",NULL,NULL
STRIPE,ii_17pqGoHiCtHGC78FDCl50UZH,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:18.712","2017-03-27 22:45:18.714","2016-03-16 18:49:50",NULL,NULL
STRIPE,ii_17pqGpHiCtHGC78FSm532BUU,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:18.730","2017-03-27 22:45:18.733","2016-03-16 18:49:51",NULL,NULL
STRIPE,ii_17pqGpHiCtHGC78FMvOseDzp,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:18.749","2017-03-27 22:45:18.751","2016-03-16 18:49:51",NULL,NULL
STRIPE,ii_17pqGqHiCtHGC78F7Krm9lMY,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:18.767","2017-03-27 22:45:18.769","2016-03-16 18:49:52",NULL,NULL
STRIPE,ii_17pqGqHiCtHGC78FPUYTOYnL,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:18.787","2017-03-27 22:45:18.789","2016-03-16 18:49:52",NULL,NULL
STRIPE,ii_17pqGrHiCtHGC78FIyd6eKgO,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:18.806","2017-03-27 22:45:18.808","2016-03-16 18:49:53",NULL,NULL
STRIPE,ii_17pqGrHiCtHGC78FSIarKjwp,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:18.824","2017-03-27 22:45:18.826","2016-03-16 18:49:53",NULL,NULL
STRIPE,ii_17pqGsHiCtHGC78F87JvbZ3r,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:18.842","2017-03-27 22:45:18.845","2016-03-16 18:49:54",NULL,NULL
STRIPE,ii_17pqGsHiCtHGC78F2Wn3CVs9,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:18.861","2017-03-27 22:45:18.864","2016-03-16 18:49:54",NULL,NULL
STRIPE,ii_17pqHfHiCtHGC78FvILahH9j,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:22.292","2017-03-27 22:45:22.295","2016-03-16 18:50:43",NULL,NULL
STRIPE,ii_17pqHgHiCtHGC78Fx2U8zgny,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:22.361","2017-03-27 22:45:22.363","2016-03-16 18:50:44",NULL,NULL
STRIPE,ii_17pqHgHiCtHGC78FH57wMWYN,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:22.379","2017-03-27 22:45:22.382","2016-03-16 18:50:44",NULL,NULL
STRIPE,ii_17pqHhHiCtHGC78F3eW6L4NK,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:22.397","2017-03-27 22:45:22.400","2016-03-16 18:50:45",NULL,NULL
STRIPE,ii_17pqHjHiCtHGC78FKLgfZnys,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:22.416","2017-03-27 22:45:22.418","2016-03-16 18:50:47",NULL,NULL
STRIPE,ii_17pqHjHiCtHGC78Fn6gZ8ZIF,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:22.435","2017-03-27 22:45:22.437","2016-03-16 18:50:47",NULL,NULL
STRIPE,ii_17pqHkHiCtHGC78F9qjn3vPt,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:22.453","2017-03-27 22:45:22.455","2016-03-16 18:50:48",NULL,NULL
STRIPE,ii_17pqHkHiCtHGC78F0rFmgzOp,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:22.471","2017-03-27 22:45:22.474","2016-03-16 18:50:48",NULL,NULL
STRIPE,ii_17pqHlHiCtHGC78FZKfSRUcL,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:22.489","2017-03-27 22:45:22.492","2016-03-16 18:50:49",NULL,NULL
STRIPE,ii_17pqHlHiCtHGC78FDhholeo1,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:22.508","2017-03-27 22:45:22.510","2016-03-16 18:50:49",NULL,NULL
STRIPE,ii_17pqHmHiCtHGC78FL15Q0OPS,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:22.528","2017-03-27 22:45:22.531","2016-03-16 18:50:50",NULL,NULL
STRIPE,ii_17pqHmHiCtHGC78FdjcJlCl1,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:22.547","2017-03-27 22:45:22.549","2016-03-16 18:50:50",NULL,NULL
STRIPE,ii_17pqHnHiCtHGC78FGy6oPJkn,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:22.565","2017-03-27 22:45:22.567","2016-03-16 18:50:51",NULL,NULL
STRIPE,ii_17pqHnHiCtHGC78FwwRBfBkH,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:22.583","2017-03-27 22:45:22.586","2016-03-16 18:50:51",NULL,NULL
STRIPE,ii_17pqHoHiCtHGC78FfjfIKloT,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:22.602","2017-03-27 22:45:22.604","2016-03-16 18:50:52",NULL,NULL
STRIPE,ii_17pqHoHiCtHGC78Fm9Haw2nW,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:22.620","2017-03-27 22:45:22.623","2016-03-16 18:50:52",NULL,NULL
STRIPE,ii_17pqHpHiCtHGC78FAkrBNdDF,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:22.641","2017-03-27 22:45:22.643","2016-03-16 18:50:53",NULL,NULL
STRIPE,ii_17pqHqHiCtHGC78FL6gJBXuP,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:22.659","2017-03-27 22:45:22.661","2016-03-16 18:50:54",NULL,NULL
STRIPE,ii_17pqHqHiCtHGC78FoQz3t8R8,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:22.677","2017-03-27 22:45:22.680","2016-03-16 18:50:54",NULL,NULL
STRIPE,ii_17pqHrHiCtHGC78Ft15GVA0g,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:22.696","2017-03-27 22:45:22.698","2016-03-16 18:50:55",NULL,NULL
STRIPE,ii_17qCjtHiCtHGC78FVZYP4XyE,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:25.531","2017-03-27 22:45:25.533","2016-03-17 18:49:21",NULL,NULL
STRIPE,ii_17qCjuHiCtHGC78FPZOTdJpk,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:25.549","2017-03-27 22:45:25.552","2016-03-17 18:49:22",NULL,NULL
STRIPE,ii_17qCjuHiCtHGC78Fx1rKqWTn,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:25.568","2017-03-27 22:45:25.570","2016-03-17 18:49:22",NULL,NULL
STRIPE,ii_17qCjuHiCtHGC78FbwlXKhYn,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:25.586","2017-03-27 22:45:25.588","2016-03-17 18:49:22",NULL,NULL
STRIPE,ii_17qCjvHiCtHGC78FpVeD636P,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:25.609","2017-03-27 22:45:25.611","2016-03-17 18:49:23",NULL,NULL
STRIPE,ii_17qCjvHiCtHGC78FV2ZTMyiU,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:25.630","2017-03-27 22:45:25.633","2016-03-17 18:49:23",NULL,NULL
STRIPE,ii_17qCjwHiCtHGC78Fnb4lgw0S,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:25.649","2017-03-27 22:45:25.651","2016-03-17 18:49:24",NULL,NULL
STRIPE,ii_17qCjxHiCtHGC78Fm1F5qlD1,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:25.667","2017-03-27 22:45:25.669","2016-03-17 18:49:25",NULL,NULL
STRIPE,ii_17qCjyHiCtHGC78FA0q4gubH,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:25.685","2017-03-27 22:45:25.688","2016-03-17 18:49:26",NULL,NULL
STRIPE,ii_17qCjyHiCtHGC78FSa7BBAJq,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:25.703","2017-03-27 22:45:25.706","2016-03-17 18:49:26",NULL,NULL
STRIPE,ii_17qCjzHiCtHGC78FoIVR5oid,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:25.722","2017-03-27 22:45:25.724","2016-03-17 18:49:27",NULL,NULL
STRIPE,ii_17qCjzHiCtHGC78FbkgliRJi,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:25.742","2017-03-27 22:45:25.744","2016-03-17 18:49:27",NULL,NULL
STRIPE,ii_17qCk0HiCtHGC78F7CBE6S2O,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:25.760","2017-03-27 22:45:25.762","2016-03-17 18:49:28",NULL,NULL
STRIPE,ii_17qCk0HiCtHGC78FF81YKjwB,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:25.778","2017-03-27 22:45:25.781","2016-03-17 18:49:28",NULL,NULL
STRIPE,ii_17qCk1HiCtHGC78Fu62ZMlmT,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:25.796","2017-03-27 22:45:25.799","2016-03-17 18:49:29",NULL,NULL
STRIPE,ii_17qCk1HiCtHGC78FFiRrkIrw,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:25.814","2017-03-27 22:45:25.817","2016-03-17 18:49:29",NULL,NULL
STRIPE,ii_17qCk2HiCtHGC78FiOtbPngr,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:25.835","2017-03-27 22:45:25.838","2016-03-17 18:49:30",NULL,NULL
STRIPE,ii_17qCk3HiCtHGC78FU9vilu6g,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:25.854","2017-03-27 22:45:25.856","2016-03-17 18:49:31",NULL,NULL
STRIPE,ii_17qCk4HiCtHGC78F5J6qSXaP,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:25.872","2017-03-27 22:45:25.875","2016-03-17 18:49:32",NULL,NULL
STRIPE,ii_17qCk4HiCtHGC78FuACla7ov,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:25.891","2017-03-27 22:45:25.893","2016-03-17 18:49:32",NULL,NULL
STRIPE,ii_17qCk5HiCtHGC78FqEhHXhpI,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:25.909","2017-03-27 22:45:25.912","2016-03-17 18:49:33",NULL,NULL
STRIPE,ii_17qCkFHiCtHGC78F4jQhkbJZ,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:27.411","2017-03-27 22:45:27.413","2016-03-17 18:49:43",NULL,NULL
STRIPE,ii_17qCkFHiCtHGC78F7AKLc4sO,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:27.429","2017-03-27 22:45:27.432","2016-03-17 18:49:43",NULL,NULL
STRIPE,ii_17qCkGHiCtHGC78FjPtEoqT7,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:27.449","2017-03-27 22:45:27.451","2016-03-17 18:49:44",NULL,NULL
STRIPE,ii_17qCkGHiCtHGC78FPqHxsRJm,...,SHIPPING,...,NULL,...,"2017-03-27 22:45:27.468","2017-03-27 22:45:27.470","2016-03-17 18:49:44",NULL,NULL
