fk_r_billing_engine_ref_cd,x_invoice_item_id,sk_id,fk_r_revenue_source_ref_cd,fk_x_billing_account_hub_id,fk_x_subscription_r_plan_lnk_id,fk_s_change_context_id_cr,created_at,updated_at,x_created_at,fk_s_change_context_id_dl,deleted_at
STRIPE,ii_17WcyKHiCtHGC78FiXnHcjuJ,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:36.999","2017-03-27 22:39:37.001","2016-01-23 17:47:20",NULL,NULL
STRIPE,ii_17WcyLHiCtHGC78F9XoURT2c,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:37.020","2017-03-27 22:39:37.022","2016-01-23 17:47:21",NULL,NULL
STRIPE,ii_17WcyLHiCtHGC78F9x2an5PB,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:37.038","2017-03-27 22:39:37.041","2016-01-23 17:47:21",NULL,NULL
STRIPE,ii_17WcyMHiCtHGC78FLQCNi3lG,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:37.059","2017-03-27 22:39:37.061","2016-01-23 17:47:22",NULL,NULL
STRIPE,ii_17WcyMHiCtHGC78F4N42D4wQ,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:37.078","2017-03-27 22:39:37.081","2016-01-23 17:47:22",NULL,NULL
STRIPE,ii_17WcyNHiCtHGC78FqjlEIKZH,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:37.097","2017-03-27 22:39:37.100","2016-01-23 17:47:23",NULL,NULL
STRIPE,ii_17WcyOHiCtHGC78FcrKWHnnt,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:37.116","2017-03-27 22:39:37.118","2016-01-23 17:47:24",NULL,NULL
STRIPE,ii_17WcyOHiCtHGC78FmKylDSjF,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:37.134","2017-03-27 22:39:37.137","2016-01-23 17:47:24",NULL,NULL
STRIPE,ii_17WcyPHiCtHGC78FJxozJ6MC,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:37.156","2017-03-27 22:39:37.159","2016-01-23 17:47:25",NULL,NULL
STRIPE,ii_17WcyPHiCtHGC78FAKf0IgYQ,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:37.175","2017-03-27 22:39:37.177","2016-01-23 17:47:25",NULL,NULL
STRIPE,ii_17WcyQHiCtHGC78FXHB9g7TH,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:37.194","2017-03-27 22:39:37.197","2016-01-23 17:47:26",NULL,NULL
STRIPE,ii_17WcyQHiCtHGC78FfmvZ9lZK,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:37.213","2017-03-27 22:39:37.216","2016-01-23 17:47:26",NULL,NULL
STRIPE,ii_17WcyRHiCtHGC78FUctdLya6,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:37.233","2017-03-27 22:39:37.235","2016-01-23 17:47:27",NULL,NULL
STRIPE,ii_17WcyRHiCtHGC78FajJEKF0d,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:37.252","2017-03-27 22:39:37.254","2016-01-23 17:47:27",NULL,NULL
STRIPE,ii_17WcySHiCtHGC78FJ9QTUOOa,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:37.270","2017-03-27 22:39:37.273","2016-01-23 17:47:28",NULL,NULL
STRIPE,ii_17WcyTHiCtHGC78FMnTcMWoS,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:37.289","2017-03-27 22:39:37.291","2016-01-23 17:47:29",NULL,NULL
STRIPE,ii_17Wcz5HiCtHGC78FNnJ88Ijr,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:41.343","2017-03-27 22:39:41.346","2016-01-23 17:48:07",NULL,NULL
STRIPE,ii_17Wcz5HiCtHGC78FoI9rgz4F,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:41.362","2017-03-27 22:39:41.364","2016-01-23 17:48:07",NULL,NULL
STRIPE,ii_17Wcz6HiCtHGC78F8gQPkYUv,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:41.380","2017-03-27 22:39:41.382","2016-01-23 17:48:08",NULL,NULL
STRIPE,ii_17Wcz6HiCtHGC78FAzy1mW0D,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:41.398","2017-03-27 22:39:41.400","2016-01-23 17:48:08",NULL,NULL
STRIPE,ii_17Wcz5HiCtHGC78FqjwYnM6R,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:41.416","2017-03-27 22:39:41.418","2016-01-23 17:48:07",NULL,NULL
STRIPE,ii_17Wcz7HiCtHGC78FRamqt0WI,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:41.434","2017-03-27 22:39:41.437","2016-01-23 17:48:09",NULL,NULL
STRIPE,ii_17Wcz7HiCtHGC78FPHKU6CW8,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:41.456","2017-03-27 22:39:41.458","2016-01-23 17:48:09",NULL,NULL
STRIPE,ii_17Wcz8HiCtHGC78FkV2WfrWp,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:41.475","2017-03-27 22:39:41.477","2016-01-23 17:48:10",NULL,NULL
STRIPE,ii_17Wcz9HiCtHGC78FI2gniIKW,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:41.494","2017-03-27 22:39:41.496","2016-01-23 17:48:11",NULL,NULL
STRIPE,ii_17Wcz9HiCtHGC78FwFfRiSw1,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:41.513","2017-03-27 22:39:41.515","2016-01-23 17:48:11",NULL,NULL
STRIPE,ii_17WczAHiCtHGC78FiDW9ZOa4,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:41.531","2017-03-27 22:39:41.534","2016-01-23 17:48:12",NULL,NULL
STRIPE,ii_17WczBHiCtHGC78Fhynf4rgw,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:41.550","2017-03-27 22:39:41.552","2016-01-23 17:48:13",NULL,NULL
STRIPE,ii_17WczBHiCtHGC78FrLnYSySV,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:41.568","2017-03-27 22:39:41.571","2016-01-23 17:48:13",NULL,NULL
STRIPE,ii_17WczCHiCtHGC78FYUTEhhOw,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:41.588","2017-03-27 22:39:41.591","2016-01-23 17:48:14",NULL,NULL
STRIPE,ii_17WczCHiCtHGC78FAnCtgdkj,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:41.607","2017-03-27 22:39:41.610","2016-01-23 17:48:14",NULL,NULL
STRIPE,ii_17WzRqHiCtHGC78Fyufc6HTH,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:45.393","2017-03-27 22:39:45.395","2016-01-24 17:47:18",NULL,NULL
STRIPE,ii_17WzRrHiCtHGC78FGRytcO3j,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:45.412","2017-03-27 22:39:45.415","2016-01-24 17:47:19",NULL,NULL
STRIPE,ii_17WzRrHiCtHGC78F0h5awKj3,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:45.431","2017-03-27 22:39:45.433","2016-01-24 17:47:19",NULL,NULL
STRIPE,ii_17WzRsHiCtHGC78FJMEwgDNk,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:45.450","2017-03-27 22:39:45.453","2016-01-24 17:47:20",NULL,NULL
STRIPE,ii_17WzRsHiCtHGC78FUCmmqFHo,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:45.469","2017-03-27 22:39:45.471","2016-01-24 17:47:20",NULL,NULL
STRIPE,ii_17WzRtHiCtHGC78FovijFJuC,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:45.487","2017-03-27 22:39:45.490","2016-01-24 17:47:21",NULL,NULL
STRIPE,ii_17WzRtHiCtHGC78FZra2ENE4,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:45.506","2017-03-27 22:39:45.509","2016-01-24 17:47:21",NULL,NULL
STRIPE,ii_17WzRuHiCtHGC78FKfkLcRo3,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:45.527","2017-03-27 22:39:45.529","2016-01-24 17:47:22",NULL,NULL
STRIPE,ii_17WzRuHiCtHGC78FkeTfdz3a,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:45.546","2017-03-27 22:39:45.548","2016-01-24 17:47:22",NULL,NULL
STRIPE,ii_17WzRvHiCtHGC78FVwm1hPUe,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:45.565","2017-03-27 22:39:45.567","2016-01-24 17:47:23",NULL,NULL
STRIPE,ii_17WzRvHiCtHGC78FiA0Dwtgo,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:45.584","2017-03-27 22:39:45.586","2016-01-24 17:47:23",NULL,NULL
STRIPE,ii_17WzS5HiCtHGC78FFvlE7d9g,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:46.543","2017-03-27 22:39:46.545","2016-01-24 17:47:33",NULL,NULL
STRIPE,ii_17WzS5HiCtHGC78FHG08c7JF,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:46.562","2017-03-27 22:39:46.564","2016-01-24 17:47:33",NULL,NULL
STRIPE,ii_17WzS6HiCtHGC78FM2UXl24I,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:46.581","2017-03-27 22:39:46.583","2016-01-24 17:47:34",NULL,NULL
STRIPE,ii_17WzS6HiCtHGC78FTSjuxRYM,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:46.599","2017-03-27 22:39:46.602","2016-01-24 17:47:34",NULL,NULL
STRIPE,ii_17WzS7HiCtHGC78FmuL4S7ZJ,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:46.618","2017-03-27 22:39:46.620","2016-01-24 17:47:35",NULL,NULL
STRIPE,ii_17WzS7HiCtHGC78F522Gm06f,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:46.636","2017-03-27 22:39:46.638","2016-01-24 17:47:35",NULL,NULL
STRIPE,ii_17WzS8HiCtHGC78FMAZwCQzy,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:46.655","2017-03-27 22:39:46.657","2016-01-24 17:47:36",NULL,NULL
STRIPE,ii_17WzS8HiCtHGC78F015ZiFA8,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:46.673","2017-03-27 22:39:46.676","2016-01-24 17:47:36",NULL,NULL
STRIPE,ii_17WzS9HiCtHGC78Fgff9lbg5,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:46.692","2017-03-27 22:39:46.694","2016-01-24 17:47:37",NULL,NULL
STRIPE,ii_17WzS9HiCtHGC78FWZfv0mtH,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:46.711","2017-03-27 22:39:46.714","2016-01-24 17:47:37",NULL,NULL
STRIPE,ii_17WzSAHiCtHGC78FRuCm8Evy,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:46.730","2017-03-27 22:39:46.732","2016-01-24 17:47:38",NULL,NULL
STRIPE,ii_17WzSAHiCtHGC78FsL2t6KYX,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:46.749","2017-03-27 22:39:46.751","2016-01-24 17:47:38",NULL,NULL
STRIPE,ii_17WzSBHiCtHGC78Fj7lwv3eA,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:46.769","2017-03-27 22:39:46.771","2016-01-24 17:47:39",NULL,NULL
STRIPE,ii_17WzSBHiCtHGC78FYg8sjhcX,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:46.787","2017-03-27 22:39:46.790","2016-01-24 17:47:39",NULL,NULL
STRIPE,ii_17WzSCHiCtHGC78FLn6aOwpY,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:46.806","2017-03-27 22:39:46.808","2016-01-24 17:47:40",NULL,NULL
STRIPE,in_17XKVKHiCtHGC78FNfrdW7CZ-0,...,PRIMARY,...,...,...,"2017-03-27 22:39:48.956","2017-03-27 22:39:48.961","2016-01-25 16:16:18",NULL,NULL
STRIPE,ii_17XLvCHiCtHGC78FElE5HfYg,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:49.149","2017-03-27 22:39:49.152","2016-01-25 17:47:06",NULL,NULL
STRIPE,ii_17XLvFHiCtHGC78F3caifzA4,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:49.265","2017-03-27 22:39:49.267","2016-01-25 17:47:09",NULL,NULL
STRIPE,ii_17XLvGHiCtHGC78FnVwHQUNA,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:49.285","2017-03-27 22:39:49.287","2016-01-25 17:47:10",NULL,NULL
STRIPE,ii_17XLvGHiCtHGC78FTjbVxaXG,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:49.309","2017-03-27 22:39:49.312","2016-01-25 17:47:10",NULL,NULL
STRIPE,ii_17XiOfHiCtHGC78FGo8dLZZ3,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:50.062","2017-03-27 22:39:50.064","2016-01-26 17:47:01",NULL,NULL
STRIPE,ii_17XiOfHiCtHGC78FsNkt4nas,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:50.080","2017-03-27 22:39:50.083","2016-01-26 17:47:01",NULL,NULL
STRIPE,ii_17XiOgHiCtHGC78FhDExvi8m,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:50.100","2017-03-27 22:39:50.102","2016-01-26 17:47:02",NULL,NULL
STRIPE,ii_17XiOgHiCtHGC78FutJDXx0o,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:50.118","2017-03-27 22:39:50.121","2016-01-26 17:47:02",NULL,NULL
STRIPE,ii_17XiOhHiCtHGC78Ff1Ru7dmy,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:50.137","2017-03-27 22:39:50.140","2016-01-26 17:47:03",NULL,NULL
STRIPE,ii_17XiOiHiCtHGC78FV71kt8wT,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:50.156","2017-03-27 22:39:50.158","2016-01-26 17:47:04",NULL,NULL
STRIPE,ii_17XiOiHiCtHGC78Fc7BI34am,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:50.174","2017-03-27 22:39:50.177","2016-01-26 17:47:04",NULL,NULL
STRIPE,ii_17XiOjHiCtHGC78FIGhCEYnO,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:50.194","2017-03-27 22:39:50.196","2016-01-26 17:47:05",NULL,NULL
STRIPE,ii_17XiOjHiCtHGC78FwSxi0aMQ,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:50.212","2017-03-27 22:39:50.215","2016-01-26 17:47:05",NULL,NULL
STRIPE,ii_17XiOkHiCtHGC78FMvmKti8j,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:50.231","2017-03-27 22:39:50.234","2016-01-26 17:47:06",NULL,NULL
STRIPE,ii_17XiOkHiCtHGC78FV5pDDKTl,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:50.250","2017-03-27 22:39:50.252","2016-01-26 17:47:06",NULL,NULL
STRIPE,ii_17XiOlHiCtHGC78FI10ELZJp,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:50.276","2017-03-27 22:39:50.278","2016-01-26 17:47:07",NULL,NULL
STRIPE,ii_17XiOlHiCtHGC78FRVw5ptde,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:50.296","2017-03-27 22:39:50.298","2016-01-26 17:47:07",NULL,NULL
STRIPE,ii_17XiOmHiCtHGC78FstNyw0Oi,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:50.315","2017-03-27 22:39:50.318","2016-01-26 17:47:08",NULL,NULL
STRIPE,ii_17XiOmHiCtHGC78FdgyH8GIJ,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:50.335","2017-03-27 22:39:50.338","2016-01-26 17:47:08",NULL,NULL
STRIPE,ii_17XiOnHiCtHGC78FOSvi0akR,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:50.357","2017-03-27 22:39:50.359","2016-01-26 17:47:09",NULL,NULL
STRIPE,ii_17XiOnHiCtHGC78F6n6bIYB2,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:50.375","2017-03-27 22:39:50.377","2016-01-26 17:47:09",NULL,NULL
STRIPE,ii_17XiOoHiCtHGC78FLiFELUhZ,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:50.394","2017-03-27 22:39:50.396","2016-01-26 17:47:10",NULL,NULL
STRIPE,ii_17XiOoHiCtHGC78Fei8d1pHl,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:50.412","2017-03-27 22:39:50.415","2016-01-26 17:47:10",NULL,NULL
STRIPE,ii_17XiOpHiCtHGC78FZqgRTDsJ,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:50.431","2017-03-27 22:39:50.433","2016-01-26 17:47:11",NULL,NULL
STRIPE,ii_17XiOqHiCtHGC78F2AfbSqj2,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:50.449","2017-03-27 22:39:50.451","2016-01-26 17:47:12",NULL,NULL
STRIPE,ii_17XiOqHiCtHGC78FiOlkebXk,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:50.467","2017-03-27 22:39:50.469","2016-01-26 17:47:12",NULL,NULL
STRIPE,ii_17XiOrHiCtHGC78FLoNscpkz,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:50.485","2017-03-27 22:39:50.488","2016-01-26 17:47:13",NULL,NULL
STRIPE,ii_17XiOrHiCtHGC78FgZInCmh5,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:50.505","2017-03-27 22:39:50.507","2016-01-26 17:47:13",NULL,NULL
STRIPE,ii_17XiOsHiCtHGC78FSuqn65tS,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:50.524","2017-03-27 22:39:50.526","2016-01-26 17:47:14",NULL,NULL
STRIPE,ii_17XiOsHiCtHGC78FkzrrvptW,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:50.543","2017-03-27 22:39:50.545","2016-01-26 17:47:14",NULL,NULL
STRIPE,ii_17XiOtHiCtHGC78F1bDsCYRD,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:50.561","2017-03-27 22:39:50.564","2016-01-26 17:47:15",NULL,NULL
STRIPE,ii_17XiOeHiCtHGC78FjEEH2XVc,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:51.026","2017-03-27 22:39:51.029","2016-01-26 17:47:00",NULL,NULL
STRIPE,ii_17XiOeHiCtHGC78F7P9KVZeH,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:51.046","2017-03-27 22:39:51.048","2016-01-26 17:47:00",NULL,NULL
STRIPE,ii_17XiPCHiCtHGC78FcrPacFTX,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:53.154","2017-03-27 22:39:53.156","2016-01-26 17:47:34",NULL,NULL
STRIPE,ii_17XiPCHiCtHGC78FWiIBJ1Jr,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:53.173","2017-03-27 22:39:53.175","2016-01-26 17:47:34",NULL,NULL
STRIPE,ii_17XiPDHiCtHGC78FEI3tWcSD,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:53.192","2017-03-27 22:39:53.194","2016-01-26 17:47:35",NULL,NULL
STRIPE,ii_17XiPDHiCtHGC78FEzyG9DwP,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:53.210","2017-03-27 22:39:53.212","2016-01-26 17:47:35",NULL,NULL
STRIPE,ii_17XiPEHiCtHGC78F7SJ6zyOV,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:53.228","2017-03-27 22:39:53.231","2016-01-26 17:47:36",NULL,NULL
STRIPE,ii_17XiPEHiCtHGC78Fzt72jrvW,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:53.247","2017-03-27 22:39:53.249","2016-01-26 17:47:36",NULL,NULL
STRIPE,ii_17XiPFHiCtHGC78Fx0NgfBSp,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:53.266","2017-03-27 22:39:53.268","2016-01-26 17:47:37",NULL,NULL
STRIPE,ii_17XiPFHiCtHGC78FusEpYilE,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:53.285","2017-03-27 22:39:53.287","2016-01-26 17:47:37",NULL,NULL
STRIPE,ii_17XiPGHiCtHGC78Fb4gpdeO8,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:53.307","2017-03-27 22:39:53.318","2016-01-26 17:47:38",NULL,NULL
STRIPE,ii_17XiPGHiCtHGC78FQkJirCff,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:53.336","2017-03-27 22:39:53.338","2016-01-26 17:47:38",NULL,NULL
STRIPE,ii_17XiPHHiCtHGC78Fdp0LCvKt,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:53.362","2017-03-27 22:39:53.365","2016-01-26 17:47:39",NULL,NULL
STRIPE,ii_17XiPHHiCtHGC78FdeSSPalw,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:53.381","2017-03-27 22:39:53.384","2016-01-26 17:47:39",NULL,NULL
STRIPE,ii_17XiPIHiCtHGC78F3YIKkYbc,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:53.400","2017-03-27 22:39:53.403","2016-01-26 17:47:40",NULL,NULL
STRIPE,ii_17XiPIHiCtHGC78Fe9puwJKN,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:53.419","2017-03-27 22:39:53.422","2016-01-26 17:47:40",NULL,NULL
STRIPE,ii_17XiPJHiCtHGC78FKlUsNqBq,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:53.438","2017-03-27 22:39:53.440","2016-01-26 17:47:41",NULL,NULL
STRIPE,ii_17XiPKHiCtHGC78FVmNRcuDI,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:53.456","2017-03-27 22:39:53.459","2016-01-26 17:47:42",NULL,NULL
STRIPE,ii_17XiPKHiCtHGC78FXIVAODMQ,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:53.475","2017-03-27 22:39:53.477","2016-01-26 17:47:42",NULL,NULL
STRIPE,ii_17XiPLHiCtHGC78FLYWW8INL,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:53.494","2017-03-27 22:39:53.497","2016-01-26 17:47:43",NULL,NULL
STRIPE,ii_17Y4sGHiCtHGC78FTg4IrcmI,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:57.302","2017-03-27 22:39:57.305","2016-01-27 17:47:04",NULL,NULL
STRIPE,ii_17Y4sHHiCtHGC78F1gnCzBp0,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:57.388","2017-03-27 22:39:57.391","2016-01-27 17:47:05",NULL,NULL
STRIPE,ii_17Y4sHHiCtHGC78FJVxoMCIw,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:57.407","2017-03-27 22:39:57.410","2016-01-27 17:47:05",NULL,NULL
STRIPE,ii_17Y4sIHiCtHGC78Fv7dqQX1N,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:57.426","2017-03-27 22:39:57.428","2016-01-27 17:47:06",NULL,NULL
STRIPE,ii_17Y4sIHiCtHGC78FhIW5tEgh,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:57.444","2017-03-27 22:39:57.446","2016-01-27 17:47:06",NULL,NULL
STRIPE,ii_17Y4sJHiCtHGC78F5VwYmx8V,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:57.462","2017-03-27 22:39:57.465","2016-01-27 17:47:07",NULL,NULL
STRIPE,ii_17Y4sKHiCtHGC78FWxrRefVn,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:57.480","2017-03-27 22:39:57.483","2016-01-27 17:47:08",NULL,NULL
STRIPE,ii_17Y4sJHiCtHGC78FpNLmqQhG,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:57.499","2017-03-27 22:39:57.501","2016-01-27 17:47:07",NULL,NULL
STRIPE,ii_17Y4sLHiCtHGC78F4iKrdvfJ,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:57.517","2017-03-27 22:39:57.519","2016-01-27 17:47:09",NULL,NULL
STRIPE,ii_17Y4sMHiCtHGC78F5E2B5KZu,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:57.535","2017-03-27 22:39:57.537","2016-01-27 17:47:10",NULL,NULL
STRIPE,ii_17Y4sMHiCtHGC78FSd1ybYlU,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:57.554","2017-03-27 22:39:57.556","2016-01-27 17:47:10",NULL,NULL
STRIPE,ii_17Y4sNHiCtHGC78FYDCnoj6K,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:57.572","2017-03-27 22:39:57.574","2016-01-27 17:47:11",NULL,NULL
STRIPE,ii_17Y4sOHiCtHGC78Faw7yVRoC,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:57.590","2017-03-27 22:39:57.593","2016-01-27 17:47:12",NULL,NULL
STRIPE,ii_17Y4sOHiCtHGC78FIWzIIEdN,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:57.609","2017-03-27 22:39:57.611","2016-01-27 17:47:12",NULL,NULL
STRIPE,ii_17Y4sPHiCtHGC78F86Rh5Eri,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:57.627","2017-03-27 22:39:57.629","2016-01-27 17:47:13",NULL,NULL
STRIPE,ii_17Y4sPHiCtHGC78FrdUPxxGX,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:57.646","2017-03-27 22:39:57.648","2016-01-27 17:47:13",NULL,NULL
STRIPE,ii_17Y4sQHiCtHGC78F0YgbYa9U,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:57.665","2017-03-27 22:39:57.667","2016-01-27 17:47:14",NULL,NULL
STRIPE,ii_17Y4sRHiCtHGC78FEr4QYOU8,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:57.683","2017-03-27 22:39:57.685","2016-01-27 17:47:15",NULL,NULL
STRIPE,ii_17Y4sRHiCtHGC78FVGVT9RpV,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:57.703","2017-03-27 22:39:57.705","2016-01-27 17:47:15",NULL,NULL
STRIPE,ii_17Y4sSHiCtHGC78Fa53AshoA,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:57.721","2017-03-27 22:39:57.723","2016-01-27 17:47:16",NULL,NULL
STRIPE,ii_17Y4sSHiCtHGC78FlptNZqI1,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:57.739","2017-03-27 22:39:57.741","2016-01-27 17:47:16",NULL,NULL
STRIPE,ii_17Y4sTHiCtHGC78FdbVxCO5r,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:57.759","2017-03-27 22:39:57.761","2016-01-27 17:47:17",NULL,NULL
STRIPE,ii_17Y4sUHiCtHGC78Fvhhu2beg,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:57.778","2017-03-27 22:39:57.780","2016-01-27 17:47:18",NULL,NULL
STRIPE,ii_17Y4sUHiCtHGC78F0ZZ7SM7j,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:57.796","2017-03-27 22:39:57.799","2016-01-27 17:47:18",NULL,NULL
STRIPE,ii_17Y4sVHiCtHGC78F3jkO1dBv,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:57.814","2017-03-27 22:39:57.817","2016-01-27 17:47:19",NULL,NULL
STRIPE,ii_17Y4sVHiCtHGC78FnFKSBMkb,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:57.832","2017-03-27 22:39:57.835","2016-01-27 17:47:19",NULL,NULL
STRIPE,ii_17Y4sWHiCtHGC78FS9aQHztF,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:57.852","2017-03-27 22:39:57.854","2016-01-27 17:47:20",NULL,NULL
STRIPE,ii_17Y4sXHiCtHGC78Fle7De6Jl,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:57.870","2017-03-27 22:39:57.873","2016-01-27 17:47:21",NULL,NULL
